Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
The Hunchback of Notre Dame,1996,G,Animation Drama Family Musical Romance ,"100,000,000 (estimated)","100,138,851","325,338,851","In 15th-century Paris, Clopin the puppeteer tells the story of Quasimodo, the misshapen but gentle-souled bell ringer of Notre Dame, who was nearly killed as a baby by Claude Frollo, the Minister of Justice. But Frollo was forced by the Archdeacon of Notre Dame to raise Quasimodo as his own. Now a young man, Quasimodo is hidden from the world by Frollo in the belltower of the cathedral. But during the Festival of Fools, Quasimodo, cheered on by his gargoyle friends Victor, Hugo, and Laverne, decides to take part in the festivities, where he meets the lovely gypsy girl Esmeralda and the handsome soldier Phoebus. The three of them find themselves ranged against Frollo's cruelty and his attempts to destroy the home of the gypsies, the Court of Miracles. And Quasimodo must desperately defend both Esmeralda and the very cathedral of Notre Dame.",gypsy cathedral 15th century cruelty singing 218 more ,73
Striptease,1996,R,Comedy Crime Drama Thriller ,"40,000,000 (estimated)","33,109,743","113,309,743","Erin Grant loses care and custody of her daughter when she's divorced from her husband Darrell, a small-time thief. Struggling for money, she is a dancer at a nightclub, where one night Congressman Dilbeck (in disguise) attacks another member of the audience. A spectator, who recognizes Dilbeck and is fond of Erin, offers to get back her daughter by blackmailing Dilbeck. Things do not work out as planned, though.",stripper strip club based on novel striptease exotic dancer 136 more ,115
Emma,1996,PG,Comedy Drama Romance ,"6,000,000 (estimated)","22,231,658","22,231,658","Emma Woodhouse is a congenial young lady who delights in meddling in other people's affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",matchmaker blonde title same as book female name in title f rated 92 more ,122
Thinner,1996,R,Fantasy Horror ,"8,500,000 (estimated)","15,315,484","15,315,484","A fat Lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",gypsy female stockinged legs pantyhose psychological thriller overweight 155 more ,93
Diabolique,1996,R,Drama Horror Mystery Thriller ,Non,"17,100,266","17,100,266","The wife and mistress of a cruel school master collaborate in a carefully planned and executed attempt to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The strain starts to tell on the two women as a retired police investigator who is looking into the disappearance on a whim begins to think that they know more than they are telling, and their mental state is not helped when their victim is seen, apparently alive and well by one of the pupils.",stockings woman on top dead body in a bathtub dead body in a car death in a bathtub 107 more ,134
White Squall,1996,PG-13,Adventure Drama ,"38,000,000 (estimated)","10,292,300","10,292,300","A true story about a group of American teenage boys who crew a school sailing ship to gain experience, discipline, or whatever their parents feel they lack. The voyage is a true adventure for them all but it has its downs as well as ups.",sail squall storm male bonding acrophobia 240 more ,129
Bad Moon,1996,R,Horror Thriller ,"7,000,000 (estimated)","1,055,525","1,060,264","One man's struggle to contain the curse he hides within... and his last-ditch attempt to free himself with the love of family. But when it looks as if he is losing his battle, and endangering all he holds most dear, the family dog, Thor, is the last hope for his family's survival... and the end to his Werewolf curse.",werewolf dog transformation single mother german shepherd 60 more ,62
Muppet Treasure Island,1996,G,Action Adventure Comedy Family Musical Romance ,Non,"34,327,391","34,327,391",The Muppets are back into action in another movie based on a novel written by Robert Louis Stevenson. Kermit the Frog and his colleagues go on a warfare against ruthless pirates. They also share their problem-solving journey on sea to rescue a treasure.,the muppets breaking the fourth wall miss piggy character swedish chef character kermit the frog character 54 more ,153
The Fan,1996,R,Action Drama Sport Thriller ,"55,000,000 (estimated)","18,626,419","18,626,419","Three-times MVP baseball player Bobby Rayburn joins the San Francisco Giants, and obsessive fan, whose profession is selling hunting knives, Gil Renard is excited over that. But Rayburn plays the worst season of his career and Renard tries to do everything to help him, but goes too far.",crazy fan obsessive fan swearing in front of a child san francisco giants obsession 159 more ,125
Foxfire,1996,R,Drama Romance ,Non,"269,300","269,300",The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.,teenage girl scantily clad female lesbian kiss kicked in the balls abusive teacher 58 more ,84
Jude,1996,R,Drama Romance ,"7,000,000 (estimated)","409,144","409,144","Late 19th century England; Jude, an intelligent but unworldly stonemason, looks to escape rural poverty by gaining a university education. Toward this goal, when his wife Arabella leaves him, he moves to Christminster where he meets and falls recklessly in love with Sue, his beautiful and intelligent cousin. Though the two realize their destinies are intertwined, when he reveals his previous marriage, she is deeply hurt and in a perverse act of retaliation, marries another man. Broke and denied entrance to the university, he returns to his hometown. Some time later, at the funeral for their common aunt, Sue reveals to Jude that she's desperately unhappy. Soon an illicit romance begins between them until Sue's husband steps aside finally allowing Jude and Sue to be together openly. The two have children and live together as an unmarried couple. Though they must endure social and financial hardship, the two finally find happiness together, until tragedy strikes.",unknown son breast suckling sex scene dead children murder of a child 90 more ,123
The Portrait of a Lady,1996,PG-13,Drama Romance ,Non,"3,692,836","3,692,836","Isabel Archer, an American heiress and free thinker travels to Europe to find herself. She tactfully rebuffs the advances of Caspar Goodwood, another American who has followed her to England. Her cousin, Ralph Touchett, wise but sickly becomes a soulmate of sorts for her. She makes an unfortunate alliance with the creepy Madame Merle who leads her to make an even more unfortunate alliance with Gilbert Osmond, a smooth but cold collector of Objets' de art who seduces her with an intense but unattainable sexuality. Isabel marries Osmond only to realize she's just another piece of art for his collection and that Madame Merle and Osmond are lovers who had hatched a diabolical scheme to take Isabel's fortune. Isabel's only comfort is the innocent daughter of Osmond, Pansy, but even that friendship is spoiled when Countess Gemini, Osmond's sister, reveals the child's true parentage. Isabel finally breaks free of Osmond and returns to Ralph's bedside, where, while breathing his last, they both realize how truly connected they are, physically, emotionally, and spiritually.",based on novel close up of eyes period drama american art 129 more ,162
Fly Away Home,1996,PG,Adventure Drama Family ,"22,000,000 (estimated)","25,143,818","25,143,818","Amy is only 13 years old when her mother is killed in an auto wreck in New Zealand. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life...that is until she discovers a nest of goose eggs that were abandoned when developers began tearing up a local forest. The eggs hatch and Amy becomes ""Mama Goose"". The young birds must fly south for the winter, but who will lead them there? With a pair of ultralight airplanes, Amy, her dad and their friends must find a way to do it.",child pilot tuba guitar goose canada 48 more ,134
Eye for an Eye,1996,R,Crime Drama Thriller ,"20,000,000 (estimated)","26,877,589","26,877,589","Karen McCann's eldest daughter is raped and murdered whilst on the phone with her. When the case against Robert Doob, the perpetrator, is dismissed because of a technicality, she starts following him and sees how he checks out his next victim, a woman he delivers groceries to. She tells the police, but is only warned she must stop following Doob. When she tries to warn the woman, she is shooed out of the house. Doob, having found out that Karen is following him, threatens to do something to her youngest daughter. She then seeks help from a group of vigilantes connected to a support group, in order to shoot Doob. However, a friend from the support group turns out to be an FBI agent investigating the very vigilante activity Karen is involved in and warns her that she will go to jail for the rest of her life unless it is self-defense. In the meantime, tension grows between Karen and her husband Mack, because he finds out she has secretly been taking self-defense classes and has been learning how to use a gun. When Doob makes another victim and is again released for lack of evidence, she finds a way to lure him into her house and kill him in self-defense.",rape vigilante rape and murder pantyhosed leg murder 220 more ,74
Bastard Out of Carolina,1996,R,Drama ,,,,"Difficult tale of a poor, struggling South Carolina mother and daughter who each face painful choices with resolve and pride. Tired Anney and her daughter Bone grow both closer and farther apart as Anney sees Glen as her last chance despite his mistreatment of Bone.",crime against child sexual assault pedophile rape title spoken by character 88 more ,143
Harriet the Spy,1996,PG,Comedy Drama Family ,"12,000,000 (estimated)","26,570,048","26,570,048",Harriet M. Welsch is a spy. But when her friends find her secret notebook the tables are turned on her. Can she win her friends back and still keep on going with the spy business?,white lie indiscretion shunning retaliation writer 65 more ,64
The Juror,1996,R,Crime Drama Thriller ,"44,000,000 (estimated)","22,754,725","22,754,725","When Annie Laird is selected as a juror in a big Mafia trial, she is forced by someone known as ""The Teacher"" to persuade the other jurors to vote ""not guilty"". He threatens to kill her son if she doesn't commit. When the trial is over, he can't let her go...",bare breasts sex scene female nudity ankle holster murder of a nude woman 182 more ,145
Homeward Bound II: Lost in San Francisco,1996,G,Adventure Comedy Family Romance ,Non,"32,772,492","32,772,492","Shadow, Sassy and Chance are back! It's been three years since their trek through the woods and over the mountains. Now the family lives in San Fransisco and they're taking a vacation in Canada. Only problem, the pets escape from the airport while being put in the cargo area of the plane. Now their family is in Canada and the pets are all alone in San Fransisco. They meet scruffy bully dogs and a gang of rebel dogs all abandoned and have started their own group. Also looking for them is a ""Blood Red Van"" driven by bumbling dog catchers. Also Chance meets a girl dog and it's love at first bite.",talking dog talking cat lost dog lost cat san francisco california 106 more ,142
The Preacher's Wife,1996,PG,Comedy Drama Fantasy Romance ,"40,000,000 (estimated)","48,102,795","48,102,795","Good natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging, due to his constant absence caring for the deprived neighborhood they live in. On top of all this, his church is coming under threat from property developer Joe Hamilton. In desperation, Rev. Biggs prays to God for help - and help arrives in the form of an angel named Dudley. However, Dudley's arrival seems to cause even more trouble...",divine intervention african american remake christmas literature on screen 37 more ,123
Jane Eyre,1996,PG,Drama Romance ,Non,"5,200,601","5,200,601","Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to become a teacher and eventually seeks employment outside of the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax.",character name as title aunt niece relationship structure fire french girl horseback riding 50 more ,85
The Adventures of Pinocchio,1996,G,Adventure Drama Family Fantasy Musical ,"25,000,000 (estimated)","15,094,530","15,094,530","One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",close up of eyes child turning into animal pinocchio character boy slow motion scene 6 more ,123
Mary Reilly,1996,R,Drama Horror Romance Thriller ,"47,000,000 (estimated)","5,707,094","12,379,402","Somewhere in England in the nineteenth century. A pretty housemaid works in a nice house, which is Dr. Henry Jekyll's (John Malkovich's) house. Mary Reilly (Julia Roberts) think she found her best job, because she is poor and the doctor is well-known and rich. This movie tells the ""Dr. Jekyll and Mr. Hyde"" story as a woman sees the two men, one of them is good and the other is evil. And she loves them.",dr. jekyll and mr. hyde characters housemaid servant laboratory butler 121 more ,144
Extreme Measures,1996,R,Crime Drama Mystery Thriller ,"38,000,000 (estimated)","17,380,126","17,380,126","Thriller about Guy Luthan (Hugh Grant), a British doctor working at a hospital in New York who starts making unwanted enquiries when the body of a man who died in his emergency room disappears. The trail leads Luthan to the door of the eminent surgeon Dr. Lawrence Myrick (Gene Hackman), but Luthan soon finds himself in danger from people who want the hospital's secret to remain undiscovered.",hospital doctor neo noir based on novel homeless man 39 more ,145
The Chamber,1996,R,Crime Drama Thriller ,"50,000,000 (estimated)","14,551,359","22,540,359","Having survived the hatred and bigotry that was his Klansman grandfather's only legacy, young attorney Adam Hall seeks at the last minute to appeal the old man's death sentence for the murder of two small Jewish boys 30 years before. Only four weeks before Sam Cayhall is to be executed, Adam meets his grandfather for the first time in the Mississippi prison which has held him since the crime. The meeting is predictably tense when the educated, young Mr. ""Hall"" confronts his venom-spewing elder, Mr. ""Cayhall,"" about the murders. The next day, headlines run proclaiming Adam the grandson who has come to the state to save his grandfather, the infamous Ku Klux Klan bomber. While the old man's life lies in the balance, Adam's motivation in fighting this battle becomes clear as the story unfolds. Not only does he fight for his grandfather, but perhaps for himself as well. He has come to heal the wounds of his own father's suicide, to mitigate the secret shame he has always felt for the genetic fluke which made this man his grandfather, and to bring closure -- one way or another -- to the suffering the old man seems to have brought to everyone he has ever known. But, would mercy soften his grandfather's heart?",death sentence attorney racist death row ku klux klan 86 more ,95
Heaven's Prisoners,1996,R,Drama Mystery Thriller ,"25,000,000 (estimated)","5,009,305","5,009,305","Ex-detective Dave Robicheaux has made a new life for himself and his wife Annie running a bait shop in the outskirts of New Orleans. When they save a little girl, the sole survivor of a plane crash, their lives become forever changed. They take the orphan child into their home and prepare to raise her. However, a visit from DEA agent Dautrieve brings out the detective instincts in Robicheaux and he begins to ask about the rest of the passengers. This brings trouble to Robicheaux and he turns to drug lord Bubba Rocque, a childhood friend. But the friendship becomes estranged when an assault on the Robicheaux home leaves one victim...Annie.",based on novel villainess female full frontal nudity old flame orphan 50 more ,141
Mrs. Winterbourne,1996,PG-13,Comedy Drama Romance ,"25,000,000 (estimated)","10,082,005","10,082,005","Connie Doyle is eighteen and pregnant when her boyfriend kicks her out. She accidentally ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hospital to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",ring train compartment hospital wedding murder 28 more ,114
Before and After,1996,PG-13,Crime Drama Mystery ,"35,000,000 (estimated)","8,797,839","8,797,839","When teenage son Jacob is being accused of murdering his girlfriend, the well-respected and close-knit Ryan family is in turmoil. Jacob flees, father Ben destroys possible evidence, the village community turns hostile and mother Carolyn is forced to temporarily close her doctor's practice. Then Jacob gets arrested and soon finds himself and his family entangled in a web of truth, trust and lies, all on his way to court.",based on novel suspect lie boyfriend girlfriend relationship murder investigation 65 more ,144
Caught,1996,R,Drama Thriller ,Non,"315,752",Non,"Joe and Betty run a fish market and have sunk into a comfortable, if somewhat boring life. Enter the drifter Nick, who takes a job in the store and a place in their home. He proceeds to awaken Joe's hope in the future as well as Betty's sexual passions. Until their son Danny returns home and notices the changes...",breasts shower panties nipples cunnilingus 37 more ,65
The Evening Star,1996,PG-13,Comedy Drama Romance ,Non,"12,767,815","12,767,815","Continuing the story of Aurora Greenway in her latter years. After the death of her daughter, Aurora struggled to keep her family together, but has one grandson in jail, a rebellious granddaughter, and another grandson living just above the poverty line.",texas female protagonist part of duology scene during opening credits death 25 more ,129
The Stendhal Syndrome,1996,Not Rated,Horror Mystery Thriller ,"3,800,000 (estimated)",Non,Non,"Anna Manni is a policewoman trying to capture a vicious serial rapist and killer. The problem is that she suffers from ""Stendhal's syndrome"", a psychosomatic disorder that gives her dizziness and hallucinations when she is exposed to the sight of paintings and artistic masterpieces. When the maniac lures her into a trap inside Florence's famous Uffizi museum, her troubles are just beginning...",rape and revenge serial killer extreme violence killer gruesome 180 more ,95
Moll Flanders,1996,PG-13,Drama Romance ,Non,"3,486,957","3,486,957","The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive Priest lead Moll to rebel as a teenager, escaping to the dangerous streets of London. Further misfortunes drive her to accept a job as a prostitute from the conniving Mrs. Allworthy. It is there that Moll first meets Hibble, who is working as Allworthy's servant, but takes a special interest in the young woman's well-being. With his help, she retains hope for the future, ultimately falling in love with an unconventional artist who promises the possibility of romantic happiness.",lust priest prostitute painter pregnancy 49 more ,123
Night Falls on Manhattan,1996,R,Crime Drama Thriller ,Non,"9,889,670","9,889,670","Sean Casey is the newest member of the District Attorney's office and he is close to uncovering a police scandal that might involve his father Liam, who works for the N.Y.P.D. Then his father is critically wounded in a stake-out, Sean is chosen to prosecute the case.",family relationships metaphoric title manhattan italian american drama film 95 more ,95
Mr. Toad's Wild Ride,1996,PG,Adventure Comedy Family Fantasy Musical ,Non,"72,844",Non,Based on Walt Disney's mr toads wild ride at Disneyland and wind in the willows novel and 1949 cartoon . Terry Jones mr toad is on a crazy motorcar craz . Can ratty badger and Mole try and clear toads name and save the River bank and possibly save toad from a band of weasels .,weasel mole toad rat mating 63 more ,142
Mother Night,1996,R,Drama Romance War ,"6,000,000 (estimated)","403,701","403,701","Howard W. Campbell Jr., an American living in Germany since childhood, is recruited by the United States to become an informer during the upcoming Second World War. What he does become, is one of the leading anti-semitic news broadcasters of Nazi Germany. After the fall of Hitler's Germany, Campbell's government friends arrange for a quiet life in the United States. His life is quiet until a complex web of spies and neo-Nazis draws him back into the life which he once led. Eventually captured by the Isralies, Campbell's one defense was: ""I was an American Spy.""",watching tv reference to franklin d. roosevelt fictional biography american spy 185 more ,105
The Van,1996,R,Comedy Drama ,Non,"712,095","712,095","The third installment of Irish author Roddy Doyle's 'Barrytown Trilogy', following 'The Commitments' and 'The Snapper', depicts the hilarious yet poignant adventures of Bimbo. Upon being fired from his job at the bakery, Bimbo and his best mate go into business for themselves and purchase a chipper (a fish and chips van); but will the pressures of financial success sour their friendship forever?",exploitation business van friendship irish 19 more ,64
Winter Bay,1996,,Crime Drama Romance ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">SEK 9,000,000 (estimated)</span></li></ul></div></li",Non,Non,"John-John is young and black, growing up with his mother and stepfather in a boring suburb south of Stockholm. On one of the last days of the summer vacation, they rescue 10-year old Patricia from drowning at a public bath in Vinterviken in Lake Mälaren. Her father shows his gratitude by taking them home to the wealthy neighborhood, Bromma, where he and his family lives. John-John meets his daughter Elisabeth, and instantly fall in love with her. But it's a long way to go before he wins her love and her father's consent.",eastern europe east europe sweden eastern europe scandinavia eastern europe eastern scandinavia 19 more ,143
Caligula,1996,R,Drama ,,,,"The young emperor's decision to force the senators of Rome to live under a regime as cruel, moronic, meaningless and random as he believes life itself to be. His decision is prompted by the death of his sister, with whom he was in love.",1st century roman empire roman emperor emperor caligula 3 more ,3075
Solo,1996,PG-13,Action Sci-Fi Thriller ,"19,000,000 (estimated)","5,107,669","5,107,669","Mario Van Peebles stars as an android killing weapon designed by the military and utilized to enter into a Latin American war to destroy the rebels - natives fighting simply to maintain their freedom. Contrary to his programming, he develops an affinity for the villagers and decides to help them fight back. This lets his creators bring him back and ultimately leads to one of them being given more powerful circuitry to defeat him.",military android artificial intelligence super strength jungle 70 more ,103
The Secret Agent,1996,R,Drama Thriller ,"7,000,000 (estimated)","106,606","106,606","London of the late 19th century is a haven for political exiles of all sorts - refugees, partisans, anarchists. Verloc has made his living spying for the Russian government, an agent provocateur of sorts, while simultaneously providing information to the London police, specifically Chief Inspector Heat. When the new Russian ambassador demands he prove his worth or lose his salary, Verloc sets off a tragic chain of events that involves his pretty young wife Winnie, her intellectually disabled brother Stevie, and a figure called the Professor, whose fascination with explosives and destruction makes him the person to call on when Verloc needs a bomb.",young wife bomb anarchist mentally disabled person secret agent 20 more ,113
Carried Away,1996,R,Drama Romance ,Non,"290,978","290,978","Joseph Svenden is a middle-aged school-teacher who lives on a farm with his dying mother. In his simple life there are no excitements, even in long-time relationship with a widow. However, when seventeen-year-old beauty enrolls in his class, Joseph would soon end up in her arms. After that, Joseph is torn between the passion and feeling that he is doing something wrong.",sex scene bare chested male kissing while having sex farm lust 28 more ,154
The Whole Wide World,1996,PG,Biography Drama Romance ,"1,300,000 (estimated)","375,757","375,757","In Texas in the 1930s, young schoolteacher Novalyne Price (Renée Zellweger) meets a handsome, eccentric, interesting young man named Robert E. Howard (Vincent D'Onofrio). He's a successful writer of the pulp stories of ""Conan the Barbarian"", and she's an aspiring one. A friendship develops into a sort of courtship. Based on a memoir by Novalyne Price.",corn stalk courtship friendship writer 1930s 97 more ,75
The Associate,1996,PG-13,Comedy ,Non,"12,844,057","12,844,057",Laurel Ayres is a businesswoman trying to make it but unfortunately she works at a investment firm where she does all the work but all the senior investors like Frank Peterson grab all the credit. She then leaves and starts her own firm. While trying to find clients Laurel pretends that she has a male partner named Robert Cutty. And when she starts to do well all of her clients wants to meet Cutty which is difficult since he doesn't exist.,lesbian subtext pretending to be someone else deceptive love interest women's rights women's equality 48 more ,105
The Last of the High Kings,1996,R,Comedy Drama ,Non,"7,682","7,682","It is 1977, Dublin rocks to the music of Thin Lizzy and the world is stunned by the death of Elvis Presley. Frankie, caught between acne and adulthood, has just completed his final exams in school. Convinced he will fail, he survives the summer organising a beach party, having lustful thoughts about two girls he believes are unobtainable and fending off the advances from a visiting American family friend, all whilst coping with his oddball family.",male objectification bare chested male post coital scene male nudity male rear nudity 224 more ,94
A Self-Made Hero,1996,Not Rated,Drama Comedy ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">FRF 29,000,000 (estimated)</span></li></ul></div></li",Non,Non,Set in France at the end of World War II Albert Dehousse finds out his father wasn't a war hero and his mother is a collaborator. He leaves his wife and goes to Paris. Gradually he inveigles himself with the resistance movement. They trust him and he helps them trace collaborators.,french resistance younger version of character widow dead father liar 11 more ,134
The Ogre,1996,R,Drama ,Non,"50,935","50,935","Frenchman Abel Tiffauges likes children, and wants to protect them against the grown-ups. Falsely suspected as child molester, he's recruited as a soldier in the 2nd World War, but very soon he is taken prisoner of war. After shortly serving in Goerings hunting lodge, he becomes the dogsbody in Kaltenborn Castle, an elite training camp for German boys. Completely happy to take care of these children, he becomes a servant of Nazism, catching boys from the area as supplies for the camp.",forced sex boyfriend girlfriend relationship children castle hunting 37 more ,145
North Star,1996,R,Action Adventure Crime Drama Western ,"18,000,000 (estimated)",Non,Non,"Set during the Alaskan gold rush of the late 1800s. In his efforts to gain control of a small mining town, Sean McLennon is buying up every mining claim that becomes available, usually after the deaths of the previous owners at the hands of McLennon's ""assistants"". One of the miners targeted by McLennon, a half-Indian hunter named ""Hudson Saanteek"", manages to escape his hired thugs, and comes back into town looking to re-establish his claim and get revenge. McLennon and his men have the advantange of numbers and weapons, but Saanteek has his survival skills, and knowledge of the Alaskan wilderness.",killing a pet survival skills wilderness revenge hunter 117 more ,142
An Occasional Hell,1996,R,Drama Mystery Thriller ,,,,"When a married man is found murdered, and his girlfriend is missing, the police suspect the wife of the murdered man. The wife turns to a professor at college who is a medically disabled ex-cop to help clear her. Not wanting the job at first, he eventually does begin to investigate the crime while fighting the demons and the pain of his own life. The clues are scarce, but one clue is that the man was murdered with an unusual weapon - a musket.",female frontal nudity voyeur sex in car widow sex scene 30 more ,93
Hard Core Logo,1996,R,Comedy Drama Music ,Non,"14,540","14,540","Bruce Macdonald follows punk bank Hard Core Logo on a harrowing last-gasp reunion tour throughout Western Canada. As magnetic lead-singer Joe Dick holds the whole magilla together through sheer force of will, all the tensions and pitfalls of life on the road come bubbling to the surface.",band documentary filmmaking rock band reunion mockumentary punk rock 173 more ,83
The Cold Light of Day,1996,,Drama Thriller ,,,,"In the countryside of an Eastern Europe country, three little girls are murdered in the wood by a pedophile and found naked with one precise cut on the throat. Detective Viktor Marek, who has come from the city, investigates the case, but his superior Pavel Nowak arrests a scapegoat, the pothead Alexi Berka, and tortures the youngster to confess the murder since he is disputing the elections. Marek does not agree with the result of the investigation and resigns his job but continues to track the killer. While following a lead in an old road, Marek meets the girl Anna Tatour that has a flat tire of her bicycle and he offers a ride in his car to the girl. Then, he tells to Anna's mother, Milena Tatour, that she should instruct her daughter to not accept ride from strangers. Marek becomes obsessed to hunt down the pedophile and he decides to rent an old gas station in the old road near to the place where the crimes where committed to see the cars that use the road and he invites Milena to cook for him with the intention of secretly using Anna as a bait. Meanwhile the killer is the disturbed pediatrician Vladimir Kozant, who puts his eyes on Anna while refueling in the gas station. But Marek has fallen in love with Milena and Anna and he decides to call-off his investigation.",murder serial killer peeping female nudity foreign language adaptation 10 more ,74
Kalle Blomkvist - Mästerdetektiven lever farligt,1996,,Family Adventure Mystery ,,,,The story is about a boy named Kalle Blomkvist who with his friends solves crimes. But also play the battle between the red rose and the white rose with his rival friends. But everything changes when Kalle Blomkvists friend finds a dead man in a cabin and then must his friends and he find the murdurer.,eastern europe children detective based on novel character name in title ,72
Le bel été 1914,1996,,Drama ,,,,"A couple take their son for the holidays to an uncle, so short of money that he rents part of his big isolated house to a businessman whose wife and daughters are there on holiday too. An affair develops among the adults, while the children start their own explorations. Deaths, disappearances and financial ruin follow as the world drifts into war.",male nudity male frontal nudity bathing based on novel male pubic hair 7 more ,135
Captain Conan,1996,,Drama War ,"10,000,000 (estimated)",Non,Non,"Bulgaria near the end of World War I: Conan, warrior and wolf, leads a band of 50 ruthless French fighters who love hand-to-hand combat. Their motto: ""We forgot to take prisoners, Captain."" At war's end, the unit goes to Bucharest, where Conan tries to keep them out of trouble, defends them when they behave as warriors, and finds he's unsuited for peacetime. His friendship with Norbert, a teacher turned lieutenant, is tested when Norbert accepts a job as court-martial prosecutor because he's learned that Conan will be facing charges and he wants to protect his friend. When they are sent to the Russian border to fight Bolsheviks, Conan is back in his element and Norbert is off the hook.",afro french bucharest romania warrior friend captain 271 more ,129
La Celestina,1996,,Drama ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">ESP 250,000,000 (estimated)</span></li></ul></div></li",Non,Non,"The young nobleman Calisto falls in love with Melibea, the daughter of a rich merchant. Calisto's servant Sempronio suggests they get the sorceress Celestina to further the romance. However Calisto's other servant Parmeno is suspicious of Celestina, as he knows about her tricks. After Celestina convinces Melibea of Calisto's love and arranges a brief clandestine meeting between them, Calisto gives Celestina a valuable chain of gold. Both servants are not satisfied with the whores supplied by Celestina and demand more from her, thus setting off a dramatic sequence of events.",male full frontal nudity pubic hair male pubic hair sex scene man sucking woman's nipples 11 more ,83
Lilian's Story,1996,Not Rated,Drama ,Non,"1,220",Non,"For forty years Lilian Singer has been locked up in a 'loony bin' by her father. Her release is eventually secured by her eccentric Aunt Kitty and her brother, John. Lilian starts to carve out a place for herself. As she explores Sydney and the people who live and work around her she sees others looking for love. Lilian shows us it is never too late to change your life and that even unusual choices can bring contentment.",australia mental illness based on novel independent film ,103
The Other Side of Sunday,1996,PG-13,Comedy Drama ,Non,"4,769","4,769","The Other Side of Sunday, Also known in Norwegian as ""Sndags Engler"", is a movie that criticizes the small, and often tight church community. We follow the Preachers Daughter; Maria in her journey to liberate herself from the stiff church community and her father.",reference to jesus christ church sunday norway strong female protagonist 135 more ,94
