Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Long Live ... Your Death!,1971,PG,Action Adventure Comedy War Western ,,,,"A spaghetti western in which three adventurers team up during the Mexican Revolution. Mary O'Donnell, a radical Irish journalist, wants to foment a peasant revolt in Mexico. She enlists the help of a seedy bandit, Lozoya, by saving him from a death sentence in Utah. They meet a man calling himself Prince Dmitri Vassilovich Orlowsky, who claims to be a Russian prince, not to mention a man of the cloth. Wallach pretends to be a Mexican folk hero. The trio crosses the border, the two men seeking a cache of gold while O'Donnell pursues her revolution. Lozoya has the key to the gold, but Nero knows where the other half of the map is.",yuma yuma territorial prison yuma prison prison yuma arizona 56 more ,60
Sinbad,1971,,Drama Romance ,,,,"An old man is recollecting all the women he met in his youth. An old woman wants them to commit suicide together but changes her mind. The little town has a doctor whose wife can not forget the old man, and the waiter who serves him his dinner doesn't know that Sinbad will soon court her.",waiter brothel church broth beer 10 more ,60
Things Fall Apart,1971,,Drama ,,,,"This is the story of Okonkwo, an Ibo man who lives in the village of Umoufia, in Nigeria. It shows the traditions and culture of the Ibo people, while also telling Okonkwo's story.",based on novel ,60
Been Down So Long It Looks Like Up to Me,1971,R,Drama ,,,,Free-thinking student tries to put up with life at a straight-laced college in 1958.,student woman wearing a bathrobe priest cheerleaders male rear nudity 19 more ,60
Inn of Evil,1971,,Crime Drama ,,,,"The story takes place in feudal Japan, when any commerce with the rest of the world was strictly prohibited. An idealist suddenly appears in an isolated inn (the one that the title refers to), the head-quarters of a group of smugglers, with stolen money intended to ransom his loved one who is forced to work in a brothel.",money japan inn tokugawa shogunate tavern 23 more ,120
Honky,1971,R,Drama Romance ,,,,"Sheila, an affluent black teenager, begins dating working class white teen Wayne, and asks him for help to sell a kilo of marijuana.",teenager racial tension race relations drugs hixploitation 36 more ,60
Tere Mere Sapne,1971,,Drama Romance ,,,,"Dr. Anand Kumar attains his degree in medicine and re-locates to a small village to assist the local doctors there. Upon arrival, he is met by the ailing Dr. Prasad and his wife, and hired on a salary of Rs.250/- per month. He meets with the other doctors namely Dr. Kothari, an alcoholic, and Dr. Bhutani, a dentist. Anand finds that he is saddled with all of Kothari's work as well his own due to the reason that Kothari is drunk every night. He nevertheless carries on, aided by the local school-teacher, Nisha Patel, who he eventually marries. Then one day a proud father, Phoolchand, gives a baksheesh to Anand for the safe delivery of his first-born. This does not auger well with Mrs. Prasad and she fires Anand. Anand and Nisha re-locate to Bombay, and after sometime Anand establishes himself as a leading doctor, is honored for his thesis, and gets to be the personal doctor of a leading Bollywood actress Maltimala. When Dr. Kothari and Dr. Bhutani go to visit them, they find while Nisha is still the same good-natured woman, who is expecting a child, Dr. Anand is a changed individual, who has no time for friends, personal life, or even his wife, and is not even aware that she is pregnant. The two return home disappointed, followed by Nisha, who has decided to separate from Anand. Alone now Anand has time on his hands to decide if he can divorce Nisha and marry the most sought-after actress in India.",doctor actress village alcoholic pregnancy 32 more ,120
The Revolutionary,1971,,Drama ,,,,"In late-nineteenth-century Zakynthos, against the backdrop of long-established prejudice and ongoing class discrimination between the haughty aristocracy and the humble petite bourgeoisie, the aspiring lawyer, Zepos Pebonaris, falls in love with the pampered daughter of Conte di Maras, Elda. However, after a brief whirlwind romance, Zepos will soon come face-to-face with the ugly face of reality, as their clandestine union not only is impossible but also it's dangerous. Now, an uprising is brewing against the old regime, and rebellious Zepos is determined to go to great lengths in the name of love. Are the love-smitten revolutionary and the beautiful young contessa meant to be together?",1800s greece greek hellas hellenic 9 more ,60
Catch Me a Spy,1971,R,Comedy ,,,,"Andrej (Kirk Douglas), a smuggler of microfilmed Russian manuscripts, uses the luggage of unsuspecting travellers to transport the contraband out of the country.",espionage spy spoof eurospy mercenary miniskirt 15 more ,60
Scandalous John,1971,G,Comedy Drama Family Romance Western ,Non,"27,000",Non,"A crotchety old ranch owner fights to be able to live his life the way he wants to, and not the way other people--and the law--tell him he has to.",character name as title nickname as title forename in title two word title ranch 10 more ,60
Winter Comes Early,1971,PG,Drama Romance Sport ,,,,"Love story involving a Canadian professional hockey player (Billy Duke) and a hippie folk singer (Sherry Nelson). Their union is tumultuous, as both try to come to terms with their differences in careers and lifestyles. They realize too late that they both love each other.",hockey player singer hockey tragic event pet dog 10 more ,60
The Sporting Club,1971,R,Comedy Drama Sport ,,,,The new groundskeeper at the Centennial Sporting Club decides to do something about the very odd goings-on there.,mooning bus priest topless female nudity 1970s 28 more ,60
Seemabaddha,1971,,Drama ,,,,"Shyamalendu (Barun Chanda) is a successful executive at a fan company where he is expecting a promotion shortly. His life revolves around his work and socialising with colleagues along with his wife, Dolan (Paromita Chaudhuri). His sister-in-law, Tutul (Sharmila Tagore) comes to stay with them for a few days. She is given a tour of the life they lead - in restaurants, beauty parlours, clubs and race courses. But then crisis strikes in the form of agitation at the factory just before the shipment of a prestigious export order and Shyamalendu is held to blame. With the help of a shady labour officer, Shyamalendu averts the crisis by declaring a lock-out at the factory after staging a false riot. For his 'efficient' handling of the crisis, Shyamalendu is promoted and there is congratulations all around - except from Tutul, who has understood the vacuousness of Shyamalendu's world and has hated it.",second part selfishness yuppie factory executive 14 more ,60
The Jekyll and Hyde Portfolio,1971,X,Horror Mystery ,,,,A man commits a series of murders due to his dual personalities and his zodiac birth sign.,rape female nudity voyeurism sex lesbian sex 30 more ,60
The Double,1971,,Mystery Thriller ,,,,"A man is shot in an underground car-park by a mysterious bearded man. As he dies he recollects the events that led him to this situation, including adulterous liaisons and jealous envy.",lighting a cigarette garage flashback pointing a gun at someone slow motion scene 270 more ,60
A Few Hours of Sunlight,1971,,Drama Romance ,,,,"Gilles,a brilliant Parisian journalist is in a relationship with Héloïse, an American top-model. Unhappy and depressed, he left to find his sister's family in Limousin. During a party, he meets Nathalie, but suddenly leaves. She is disturbed by this distant young man and falls in love with him because he attracts her even though she is married. He has to return to Paris for professional reasons. He confesses to Héloïse having met someone and he leaves for Limousin. Then it is Nathalie who joins him in Paris after having broken up with her husband. They move into Gilles' apartment. Without wanting to admit it to himself, Gilles soon gets tired of his relationship with Nathalie. She realizes it.",love triangle cheating wife female nudity paris france journalist 2 more ,60
Shadow of Deception,1971,,Crime Drama Romance ,,,,"Five years ago Minako spent a night with Sozo, the younger brother of her ex-husband. Now she is married to a wealthy old man, who (though he loves his young wife) is no longer able to fulfill his conjugal duties. Consequently, Minako goes to Tokyo every three months to meet Sozo, who has married the daughter of his respected teacher.",based on novel ,60
Bubù,1971,Not Rated,Drama ,,,,"Bubu leaves his job in a bakery, forces his girl-friend into prostitution, and from then on lives out of the money she makes. The young couple find their place in the world of prostitutes and pimps, but the lack of perspective in their life - which is permanently haunted by the possibility of an incurable and fatal venereal infection - and the humiliations the girl endures strain their relationship and lead to conflicts.",character name as title washerwoman bakery pimp prostitution 24 more ,60
Cry of the Penguins,1971,,Adventure Drama ,,,,"A young london biologist spends most of his time pursuing girls rather than pursuing science. When the opportunity to go to the Antarctic to study a colony of penguins presents itself, he agrees to go, not so much for the benefit of science, but rather to impress the girl he has recently been chasing. The longer he stays in the Antarctic, however, the more he becomes truly interested in the penguins fight for survival. When the time to go home finally arrives, he is a changed man with a totally new outlook on life.",solitude researcher biologist womanizer skua 19 more ,60
Flight of the Doves,1971,G,Drama Family ,,,,"After the death of their mother, two children in Liverpool run away from home to escape their cruel uncle who treats them harshly. They flee to Ireland in hopes of finding love and safety with their kindly grandmother. However, their uncle is a failed actor who is a master of disguise. He uses his skill to pursue them in hopes of finding them for his own financial gain. The children must rely on their wits and the kindness of strangers to stay ahead of him or their lives will be in mortal jeopardy.",reference to st. patrick shakespearean quote reference to shakespeare's the merchant of venice william shakespeare quotation horse 13 more ,60
Anneler ve Kizlari,1971,,Drama Romance ,,,,"A tricotage worker Nese who becomes very popular singer and Anatolian woman, Fatma. The story of them and their daughters.",based on novel ,60
Goya - oder Der arge Weg der Erkenntnis,1971,,Drama ,,,,"As a painter in the court of King Carlos IV, Goya - played by the great Lithuanian actor Donatas Banionis (The Red Tent, Solaris) - has attained wealth and reputation. He believes in King and Church, yet he is also a Spaniard who dearly loves his people. This contradiction presents him with a dilemma. Based on Lion Feuchtwanger's novel, Goya is one of ten East German films originally shot in 70mm. This release is the director's cut and shows the influence of great filmmakers from Buñuel and Saura, to Eisenstein. Goya was nominated for the Golden Prize at the 1971 Moscow International Film Festival.",spanish inquisition inquisition grand inquisitor heresy heretic 45 more ,120
The Murdered House,1971,,Drama ,,,,"Newly wed arrives at her husband's family house, in the country. The heavy atmosphere of the house frightens her, and she takes refuge in her homosexual son-in-law's room, who is kept locked and hidden from society. A tragedy occurs, causing her departure. She's only to return seventeen years later, and sick.",mansion coffin gay deep female full frontal nudity 7 more ,60
Thartharah fawq al-Nil,1971,,Drama ,,,,"Set against the backdrop of the 1967 Six-Day War, the movie adaptation of Naguib Mahfouz's novel follows the escapist, drug-fuelled riverboat meetings of a group of frustrated Egyptians from various walks of life.",riverboat hashish smoking man in drag song and dance archeological site 17 more ,60
Angel's Leap,1971,,Crime Drama ,,,,"The electoral battle is raging in Marseilles. The Corsican Clan, under the rule of the Orsini family, is being challenged by the next generation, younger gangsters who support the candidature of Forestier, an estate promoter. To ensure his election and to get his hands on the city, Forestier stops at nothing and has the Orsini brothers liquidated one by one. During this clearing operation, a little girl is accidentally shot. Her father, Louis Orsini, a former mercenary, decides to take revenge...",mauser c96 pistol mauser mauser pistol policeman criminal 19 more ,60
Und Jimmy ging zum Regenbogen,1971,,Drama Mystery ,,,,"The son of an Argentine chemist travels to Vienna, to solve the murder of his father. Step by step, he realizes that his father was internationally entangled in secret service machinations and chemical weapon sales, and ends up in mortal danger himself. Meanwhile, he also realizes that there is no connection between his father's murderess and those dubious activities. Her motive for killing him goes back much further, to a court hearing during the Third Reich...",pistol undressing ripping clothes sex on table rape 6 more ,120
Games,1971,,Action Crime Drama Romance ,,,,A young girl meet a young guy that want to be a gangster. They fall in love and you follows his minds struggle what to do.,yakuza one word title based on novel ,60
Jumping Over Puddles,1971,,Drama Family ,,,,A boy keeps his spiritedness and optimism in spite of polio.,literature on screen australian literature on screen foreign language adaptation child protagonist boy 15 more ,60
Fantasia chez les ploucs,1971,,Comedy ,,,,Sagamore lives in the countryside on a farm where he secretly distills whiskey. A young stranger and her companion who is a gangster come to disturb their peace.,foreign language adaptation based on novel ,60
Kommissar X jagt die roten Tiger,1971,,Action Thriller ,,,,"Captain Tom Rowland and Commissioner X are sent to smash the Red Tigers Gang,which is responsible for the smuggling of drugs from Afghanistan to US. Both come to Pakistan and do a joint operation with the help of Pakistani Agencies. SP.Ali and Jacky Clay joins the Commissioner X's team in Pakistan.",eurospy lahore pakistan underworld violence secret agent 1 more ,60
The Steagle,1971,R,Comedy ,"1,850,000 (estimated)",Non,Non,"In the midst of the Cuban missile crisis, a mild-mannered professor decides to live out all of his daydreams, travelling across the country and adopting a different persona in each city.",scene during opening credits professor cuban missile crisis living out fantasy nudity 3 more ,60
L'amante dell'Orsa Maggiore,1971,,Drama ,,,,,based on novel ,60
Hangyaboly,1971,,Drama ,,,,"Mail to author for translation Mikor a zarda fonoknoje meghal, az utodlas kerdeseben ket partra szakad a kolostor. Virginianak lenne a legtobb eselye, akit nemcsak a fiatalok, hanem a konzervativabb apacak is tamogatnak. De Virginia bizonytalan, szemelyes erzelmei is befolyasoljak egyik tarsa irant, vegul az eloallt helyzet sulya alatt osszeroppan.",nun lesbian nun convent based on novel ,60
"'Ctyri vrazdy stací, drahousku'",1971,,Comedy Crime ,,,,"Two criminal gangs are ruthlessly fighting for a 1-million dollar check that, purely by chance, got into the flat of shy high school teacher George Camel. As the number of victims sharply increases, Camel is mistakenly regarded as a mass murderer and cunningly uses his horrifying reputation to get the respect and heart of his beloved Sabrina, a journalist from a local newspaper. But this game turns out to be risky and in the end, both gangs don't hesitate to seize the check at all costs, including an improvised operation.",comic book artist carrying a dead body multiple deaths cult film campy 320 more ,60
African Story,1971,,Action Adventure Mystery Thriller ,,,,"When his top client, popular singer Rex Maynard, runs away to South Africa with his daughter, powerful producer, Arnold Tiller, stages Maynard's fake kidnapping out of revenge. Maynard escapes only to be pursued by actual kidnappers.",poliziottesco kidnapping fake kidnapping producer publicity stunt 17 more ,60
Welcome to the Club,1971,R,Comedy ,Non,"60,850",Non,"In 1945 Hiroshima an American Quaker tries to introduce a black singing duo into the all-white quarters of an officer's club, with farcical results.",man in uniform kimono hiroshima japan soldier officer 7 more ,60
Den forsvundne fuldmægtig,1971,,Comedy Drama ,,,,"Two men disappear at the same time, one of them commits suicide with dynamite. The police try to figure out who it was and what happened to the other.",fake suicide satire based on novel ,60
Sapho ou La fureur d'aimer,1971,,Drama ,,,,"Françoise Legrand, better known as ""Sappho"", attractive young woman of the Parisian bourgeoisie, flits from man to man with the consent of Maurice Duran-Vior, his rich protector, a renowned financier. At a social gathering, she meets Lionel de Lancey, younger than she, a cool diplomat, and, as usual, she spends the night with him.",exploitation film z movie trash movie sexploitation sexploitation film 3 more ,60
Hændeligt uheld,1971,,Drama ,,,,"A successful auto executive Vinther(Roy Dotrice) becomes entwined with a young nubile girl, Susanne played by Judy Geeson, following an avoidable car accident, that results in the death of a man. The girl mentally blackmails our executive through manipulation leading to an affair that threatens Vinther's career and marriage. An unusual mix - a Danish film made with a British and Japanese cast in English. Rarely seen.",blackmail murder mount fuji auto industry based on novel ,60
Lockfågeln,1971,,Comedy History ,,,,"On his death-bed, Per Henrik Pistolekors must promise his father two things: first of all to kill king Gustav III, which his father hates. Second, to take his half-sister Annarella to Stockholm to find her a rich and noble husband.",eastern europe sex based on novel ,60
Liebe ist nur ein Wort,1971,,Drama Romance ,,,,"Verena Angenford, the beautiful and sensible wife of a powerful banker falls in love with the 21 year old school-boy Oliver Mansfeld. They start a love affair, believing that Verna's husband doesn't realize what's happening. Verena and Oliver spend a wonderful time together, months full of love and passion, until Paul Angenford forces Verena to stop their affair. But the young couple are willing to fight for their love and resist Angenford's threats...",topless female nudity kiss may december romance torture teacher 25 more ,60
Appointment in Bray,1971,,Drama Music War ,,,,"In 1917, the First World War is raging. Julien is from Luxemburg, so instead of having to go to war he studies piano in Paris. One day his friend Jacques, also a musician and now a fighter pilot on the front, invites him to spend a few days in his family's empty house in Bray. The housekeeper, a beautiful but mute woman lets Julien in, but his friend is late and he is obliged to wait. In the meantime, he starts reminiscing of the pre-war days spent with his friend and Jacques' girlfriend Odile.",friend housekeeper piano house letter 25 more ,60
La sangre enemiga,1971,,Crime Drama Romance ,,,,,man murders a man man murders a woman rape sexual abuse sexual awakening 13 more ,60
Le drapeau noir flotte sur la marmite,1971,,Comedy Drama ,,,,"Old man Victor, is a bore of a grocer who always tells sailing tales of the seven seas. None believes him, but his nephew wins a model boat building contest and gets to make the model into an actual boat. This is where Uncle Victor comes in, as a supervisor for the construction, and when the funds for the boat fall through, he even chips in to finish the build. Having been constructed in the backyard, however, makes it tough to get to the Seine River. The whole family has to chip in as one thing after another goes awry. What will become of the troublesome boat, and will Victor ever return to the grocery?",sailor based on novel ,60
"Papa, the Lil' Boats",1971,,Comedy Crime ,,,,"Marc and his gang have a brilliant idea (or so they think!) : they will kidnap Vénus de Palma, a (very) rich heiress. Well Venus, also known as Cookie, is duly abducted but holding the lovely twenty-year-old beauty is a horse of another color. Cookie is indeed both seductive and intelligent and manages to seduce one member of the gang after the other, pitting the ones against the others... The brilliant idea soon proves a nightmare!",f rated based on novel ,60
"Le cri du cormoran, le soir au-dessus des jonques",1971,,Comedy ,,,,"Alfred Mullanet, an unlucky player who lives on his wife's income, becomes in a few moments the object of interest of two thugs, Kruger and Mister K.",foreign language adaptation taxi driver jacket corruption coffin 14 more ,60
Naves ena,1971,,Adventure Drama Thriller ,,,,Group of men fishing in the icy Baltic sea find themselves trapped when the ice breaks away carrying them with it. As the ice breaks into smaller and smaller pieces the behavior of the men gets more desperate and class driven.,ice fishing baltic sea swimming survivor 24 more ,60
Le lys de mer,1971,,Drama ,,,,"Young girl Vanina and her friend, Juliette go to Sardinia on vacation. Arriving there, she attracts the attention of a young village man, but despite her interest in him, the emotional distress experienced in childhood prevents her from developing normal relations with him.",girl wears a bikini mysterious friend first love trauma swimming 3 more ,60
Little Ayse and the Magic Dwarfs in the Land of Dreams,1971,,Adventure Family Fantasy ,,,,"A young girl named Aysecik lives on her parents' farm, when an animated tornado carries her and her dog Banju in their house to Rüyalar Ulkesinde (Dreamland). Seven Cüceler (dwarfs) (dressed like MGM Munchkin soldiers, only red and white) who assist the Good Witch of the North appear at various times to help. She meets a Scarecrow, an Iron Woodman, and a Cowardly Lion, and dances to music from what appears to be an invisible radio. They encounter fighting trees, a river, and a country of China dolls on their way to the Wizard, a ball of fire who sends them after the Wicked Witch who enslaves them. When the Wizard is unable to help Aysecik get home, they must journey again for help, encountering the China Country once more, and a legion of hammer-throwing cavemen.",turksploitation trash movie exploitation film z movie munchkin 2 more ,60
Hayat sevince güzel,1971,,Family Comedy Drama ,,,,Turkish Pollyanna's story.,train strict relatives dance dog tradition versus modernity 6 more ,60
Four Candles for Garringo,1971,,Western ,,,,"A gang holds up a tax shipment of gold. That night, when celebrating, Farley steals the gold, but is found dead the next morning.",spaghetti western italo western based on novel ,60
Le petit matin,1971,,Drama ,,,,"Nina lives with her family in a superb property in the French region of Landes. She loves her cousin Jean who is overprotected by his possessive mother, Eva. There is war and, after the French defeat, Jean wants to join London.",based on novel ,120
"Espérame en Siberia, vida mía",1971,,Comedy ,,,,"Mario is a millionaire who is diagnosed with a deadly disease. His doctor advises him to commit suicide, what Mario doesn't know is that the doctor is planning to kill him.",based on novel ,60
Les aveux les plus doux,1971,,Crime Drama ,,,,A policeman invents a Machiavellian plan to force a criminal to confess his misdeeds.,ex convict prison wrist slitting confession psychological manipulation 21 more ,60
Midsommardansen,1971,,Drama ,,,,A group of young people gathered on the countryside to celebrate midsummer. On the journey home the car some of the youngsters are traveling in collides with a bus.,midsummer based on novel ,60
Animal Treasure Island,1971,,Animation Action Adventure Comedy Family Fantasy ,,,,"Two kids, Jim and Katy, finds an old map of an island where a pirate's treasure is hidden. They set sail to find the island but pirates are also searching for the treasure.",treasure map bound and gagged hung by waist inn innkeeper 55 more ,60
Anubhavangal Palichakal,1971,,Drama ,,,,"An amoral, hypocritical worker with Communist leanings learns the consequences of his callousness and redeems himself.",communist working class factory redemption remorse 21 more ,120
Olesya,1971,,Drama ,,,,The movie is based on Aleksandr kuprin's novel in the movie a girl named olesya who externmented from the city by the society because they assumed she is a witch and her existence is not good for them one day olesya meet a man who fall in love with her and he tries to reconnect her with society.,based on novel ,60
Oil Lamps,1971,PG,Drama ,,,,"In 1900, Stepha, the vivacious 30 year old daughter of a wealthy couple, agrees to marry her cousin Paul, who has accumulated large debts as an Austrian army officer. Paul refuses to work or to consummate the marriage, and then his health steadily declines.",literature on screen czech literature on screen european literature on screen f rated debt 55 more ,60
Trotta,1971,,Drama ,,,,"After his imprisonment during the Great War, a young soldier returns to Vienna only to realize that everything has changed.",based on novel ,60
Miyamoto Musashi VI,1971,Not Rated,Action Drama ,,,,"In the retelling of the story of the legendary Japanese swordsman Miyamoto Musashi, the story takes the wanderer into a conflict with a chain and sickle wielding adversary who cannot be taken lightly, the man's wife who is out for blood and his gang of ruffians. A protracted fight, duel, as well as stylized philosophical clashes await.",sword swordsman chain chain and sickle wanderer 12 more ,60
Senede bir gün,1971,,Drama Romance War ,,,,"A young hapless couple's devotion for each other is tested through harsh times of war as they are forced to negate patriotism and dependability to their families and nations, for a length of a lifetime before during and after the war.",based on novel ,60
Aatamin puvussa... ...ja vähän Eevankin,1971,,Comedy ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">FIM 560,000 (estimated)</span></li></ul></div></li",Non,Non,"Two young men, Heikki and Jussi, and the local railway stationmaster cause havoc in a small village when a fugitive from prison (Granberg) steals their clothes and they have to run around naked. In their birthday suits, the young bachelors manage to wake up the motherly instincts of local police chief's daughter and her friend, and a romance or two ensues. The fourth film from a farce by Agapetus.",fugitive farce thunderstorm stranded on an island stolen clothes 17 more ,60
Én vagyok Jeromos,1971,,Comedy ,,,,,based on novel ,60
Biribi,1971,,Drama ,,,,"Infantryman Jean Froissard is sentenced to two years in Biribi Military Prison in North Africa. He seems to get along, but as incompetence, corruption and sadism of his superiors (which include sexual abuse of the prison inmates) force him and others into rebellion. Court martial ensues ...",military prison revolt french algeria 1890s 1 more ,60
La cavale,1971,,Crime Drama ,,,,"A young couple of burglars, waiting for trial, marry in jail. Annick writes down her observations of the women's ward. When she hears that her lover must serve a twice as long prison sentence, she plans their escape. Based on Albertine Sarrazin's autobiographical novel.",prison escape women in prison lesbianism based on novel ,60
Der Kapitän,1971,,Comedy ,,,,After Wilhelm Ebbs promotes to a cruise captain his longed for dream turns into a nightmare.,brief female nudity nipple holiday based on novel ,60
Samkauli satrposatvis,1971,,Drama History ,,,,,tradition mountain brother brother relationship village traditionalism 16 more ,60
Zeit der Störche,1971,,Drama Romance ,,,,,class schoolteacher worker trip train 18 more ,60
"Kheit al rafeigh, -al",1971,,Drama Romance ,,,,"(Mona) A poor girl who works as a simple employee at a bank and provides her family. Under the pressure of need and illness of her father and the pressure of her mother, which insists on her to increase her income, she gets a wealthy old businessman to love her. An engineer (Adel), who works in the company of her lover (Abdo) reveals his love, she convinces him to resign and build his own independent company and give him jewelry as a capital and stand by him and encourage him and cut ties with (Abdo). Will their love story continue?",based on novel ,
"Gold, Frankincense and Myrrh",1971,,Drama ,,,,"In an island town, a professor pensioned before his time, together with his wife, takes care of the hundred year old Maddona Makantuna, a dispossessed land owner.",based on novel ,60
On est toujours trop bon avec les femmes,1971,,Comedy Drama ,,,,"This French farce/drama takes place in Ireland in 1916, during one of the peak periods of revolutionary violence. Seven Irish revolutionaries have taken over a post office, totally evacuating the building. Or so they think. They missed Gertie Gertel, who was in the bathroom at the time. By the time she is discovered, they are sufficiently besieged that for her own safety, she must stay with them. Gertie, it turns out, is about as pro-British as it is possible to be, and the seven take it on themselves, in the midst of battles and gunfights, to win her over to their cause.",post office ireland female nudity revolution politics 4 more ,
Nyama nishto po-hubavo ot loshoto vreme,1971,,Drama Thriller ,,,,"This is a typical story from the 'cold war' era. A Bulgarian secret service agent is sent to a big Western European company. He works under cover using a false name and finds that company is in fact a spy head office. His former colleague, who detected traces of the espionage business, is killed. The mission of the new agent becomes harder and harder. He receives unexpected help from the secretary of the company, who helps him reveal the identities of all foreign agents in Eastern Europe. Unfortunately, before their parting on the railway station, she is shot down.",based on novel ,120
Ipini boynunda bil,1971,,Adventure Western ,,,,,ostern eastern spaghetti western based on novel ,
Son hiçkirik,1971,,Drama Romance ,,,,"Decades after the murder of his wife, a lonesome composer receives a letter from a boarding schoolmistress requesting a family home for an orphan girl who queerly turns an identical reminiscence of his late wife when she's grown up.",based on novel ,60
Lucia di Lammermoor,1971,Unrated,Drama Musical ,Non,Non,"24,472",,based on novel character name in title ,60
Equinozio,1971,,Drama Sci-Fi ,,,,"Psychiatrist takes young man to castle owned by strange woman, where the latter discovers he's the incarnation of a dead man.",psychiatrist castle based on novel ,60
El diablo Cojuelo,1971,,Fantasy Comedy ,,,,,based on novel ,60
The Song of the Blood-Red Flower,1971,,Drama ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">FIM 370,000 (estimated)</span></li></ul></div></li",Non,Non,"A glib log driver, Olavi, keeps sowing his wild oats. When the time comes for him to settle down he finds it difficult to trust anyone in view of his fickle past.",remake finland finnish countryside womanizing dances 54 more ,60
Les coups pour rien,1971,,Adventure ,,,,Paul lives in Africa. He leads an honest and calm existence. Until the day when he found his friend Frankovich dead.,based on novel ,60
Hosekræmmeren,1971,,Drama ,,,,"Set in 19. Century in Jutland, Denmark, where a young man is not allowed to marry Cecil, the daughter of the woolen stocking manufacturer. He travels to Holsten to earn money. In the meantime, the absence of her lover has had a bad influence on Cecils mental health, which results in a horrible climax, when the young man returns from Germany.",based on novel ,60
La montaña rebelde,1971,,War Drama ,,,,"Some events take place in a small hamlet of the mountains of Asturias, following the arrival of Abel, a young doctor, shortly before the outbreak of the Spanish Civil War.",based on novel ,60
Na klancu,1971,,Drama ,,,,"Trials and tribulations of a woman in prewar Yugoslavia who after being seduced by a rich man, marries a poor one and struggles on. Based on a novel by Ivan Cankar.",based on novel ,60
Üvey ana,1971,,Drama ,,,,"Lale is the young governess of Gül, daughter of the famous composer Emin. The girls get along very well, while the father Emin shows emotional interest in Lale. But Gül is suffering from a mysterious illness.",based on novel ,60
Shiosai,1971,,Drama Romance ,,,,"Lonely youth Shinji meets Hatsue, a pretty pearl diver, on the beach and the two fall in love. But Shinji has a rival for Hatsue's affections, Yasuo. Yasuo spreads unpleasant gossip about his rival, and Hatsue's father forbids her to see Shinji. But when the boy saves the passengers on a boat owned by Hatsue's father, his luck in love begins to change.",remake based on novel ,60
Gagga,1971,,Drama Romance Thriller ,,,,A study of the political and religious fanaticism in Malta in the 60s.,religious fanaticism student film political fanaticism experimental classism 1 more ,60
Mãos Vazias,1971,,Drama ,,,,"In a small town in the State of Minas Gerais, Brazil, a woman rebels against local morality after her child dies, with tragic results.",farm based on novel ,60
Neobhodimiyat greshnik,1971,,Drama ,,,,"In a neighborhood park the lawyer Asenov meets Emliya and Boby - a couple in love. Unexpectedly, Emiliya visits Asenov in his office and asks for help. Boby is apprehended and charged with auto theft. On the next day Asenov meets his friend the detective Kamenov who is investigating the case. Asenov finds out that Boby was expelled from school. He currently works as a car mechanic. The car was stolen by two men, but Boby will not rat on his partner. Boby is released on bail. Asenov meets him and asks the young man hit the man, and he claimed the responsibility to take care of his car and use it when he needs to. An old man is hit in an accident. The victim claims that it was Asenov's car that hit him. Boby denies his guilt until he is convinced that Asenov hit the man, and he claimed the responsibility to protect him. After a talk with the old man, the lawyer figures out that the letters on the license plate are in Latin CB, not in Cyrillic, like the ones on the old man's car. The innocent young man is acquitted.",based on novel ,60
Molodye,1971,,Drama Romance ,,,,"Love test for two students in USSR's Moscow: 23-year old ambitious straightforward builder Alexei, and 20-year old Zhenya, the daughter of prosperous parents that already have a fiance for her.",based on novel ,60
Um Certo Capitão Rodrigo,1971,,Adventure ,,,,Fearless bohemian enters quiet city and wins the hearts of women and admiration of men while causing many conflicts.,based on novel ,60
Lenz,1971,,Drama History ,,,,,poet insanity death steintal in alsace based on novel 1 more ,120
On the Run,1971,,Adventure Family ,,,,On moving to a new flat in London Ben meets neighborhood kids Lil and Thomas. But when they uncover a plot to kidnap Thomas the three decide to run away instead.,based on novel ,3360
Voyna pod kryshami,1971,,Drama ,,,,,based on novel ,60
Bir kadin kayboldu,1971,,Drama Romance ,,,,,based on novel ,60
Tuuline rand,1971,,Drama ,,,,,historical event based on novel ,60
Great Expectations,1971,,Drama ,,,,A humble orphan suddenly becomes a gentleman with the help of an unknown benefactor.,based on novel ,
