SearchTerm,Link1,AdaptationOf,Link2
The Ninth Gate [1999 film],/work/1550953,The Club Dumas,/work/8478
The Bone Collector [1999 film],/work/1053814,The Bone Collector,/work/4595
The 13th Warrior [1999 film],/work/11338,Eaters of the Dead,/work/6852
Tarzan [1999 film],/work/13381730,Tarzan of the Apes,/work/4912
The Iron Giant [1999 film],/work/2280289,The Iron Man,/work/61256
Stuart Little [1999 live-action/animated film],/work/3402719,Stuart Little,/work/6295
The Cider House Rules [1999 film],/work/4041090,The Cider House Rules,/work/7863
Stir of Echoes [2000 film],/work/1568790,,
October Sky [1999 film],/work/435486,Rocket Boys,/work/38805
Election [1999 film],/work/606801,Election,/work/5755
Payback [1999 film],/work/2815533,The Hunter,/work/221816
The Rage: Carrie 2 [1999 film],/work/9660215,The Rage: Carrie 2 [1999 film],/work/9660215
Bicentennial Man [1999 film],/work/126664,Bicentennial Man,/work/4105360
For Love of the Game [1999 film],/work/2369406,For Love of the Game,/work/4272
Bringing Out the Dead [1999 film],/work/611578,Bringing Out the Dead: A Novel,/work/7438
The Thirteenth Floor [1999 film],/work/2788903,Simulacron-3,/work/253292
Drive Me Crazy (1999 Film),/work/23696702,Drive Me Crazy [1999 film],/work/7960525
The Hurricane [1999 film],/work/2375068,The Hurricane,/work/2602545
Angela's Ashes [1999 film],/work/6546978,Angela's Ashes,/work/5115
Message in a Bottle [1999 film],/work/8810423,Message in a Bottle,/work/4413
Ride With The Devil [1999 film],/work/4149919,Ride With The Devil [1999 film],/work/4149919
Random Hearts [1999 film],/work/13883130,Random Hearts [1999 film],/work/13883130
True Crime [1999 film],/work/15811881,True Crime,/work/453708
Eye of the Beholder [1999 film],/work/14275902,Eye of the Beholder,/work/39695
The End of the Affair [1999 film],/work/2822203,The End of the Affair,/work/7200
In Dreams [1999 film],/work/643604,In Dreams,/work/48710
Anywhere But Here [1999 film],/work/2015358,Anywhere but Here,/work/42338
Instinct [1999 film],/work/609295,The Language Instinct: How the Mind Creates Language,/work/3585
The Deep End of the Ocean [1999 film],/work/3672920,The Deep End of the Ocean,/work/42505
Crazy in Alabama [1999 film],/work/4755784,Crazy in Alabama,/work/36276
Outside Providence,/work/80905,,
Jakob the Liar [1999 film],/work/8187500,Jacob the Liar,/work/301236
The Ring Volume 2 (Ring (Graphic Novels)),/work/762139,,
Snow Falling on Cedars [1999 film],/work/10245842,Snow Falling on Cedars,/work/5903
An Ideal Husband [1999 film],/work/1398597,An Ideal Husband,/work/1617471
Breakfast of Champions,/work/4335846,,
The Love Letter [1999 film],/work/11423,The Love Letter,/work/72485
The King and I [1999 animated film],/work/26986295,The King and I [1956 film],/work/545272
Histoires d'hiver,/work/11753230,,
Fear and Loathing in Las Vegas [1998 film],/work/6017359,Fear and Loathing in Las Vegas,/work/3366
The Thin Red Line [1998 film],/work/4092762,The Thin Red Line,/work/8361
Modern Vampires [1998 film],/work/3085998,The Penguin Book of Vampire Stories,/work/2894670
Ringu [1998 Japanese film],/work/10874694,Ring,/work/38023
What Dreams May Come [1998 film],/work/2075506,What Dreams May Come,/work/57532
Psycho [1998 film],/work/11064706,Psycho [1960 film],/work/758836
The Man in the Iron Mask [1998 film],/work/4219307,The Man in the Iron Mask,/work/74637
Out of Sight [1998 film],/work/1224207,Out of Sight,/work/37361
Mercury Rising [1998 film],/work/2055992,Mercury Rising [1998 film],/work/2055992
Beloved [1998 film],/work/12551789,Beloved,/work/2182
Great Expectations: Original 1998 Motion Picture Soundtrack,/work/19188684,Great Expectations,/work/7554
A Simple Plan [1998 film],/work/1138878,A Simple Plan,/work/150141
The Legend of 1900 [1998 film],/work/9467002,Novecento: Un Monologo,/work/588453
Sphere [1998 film],/work/3482648,Sphere,/work/17543
The Object of My Affection [1998 film],/work/3002738,The Object of My Affection,/work/71718
Gods and Monsters [1998 film],/work/1300118,Father of Frankenstein,/work/420835
The Horse Whisperer [1998 film],/work/2344529,The Horse Whisperer,/work/21631
The Story of Doctor Dolittle,/work/6323,,
Quest for Camelot [1998 film],/work/545089,The King's Damosel,/work/293362
How Stella Got Her Groove Back,/work/45365,,
Simon Birch [1998 film],/work/1247024,A Prayer for Owen Meany,/work/7263
Primary Colors [1998 film],/work/7889787,Primary Colors,/work/35497
A Civil Action [1998 film],/work/2812400,A Civil Action,/work/35381
The Newton Boys [1998 film],/work/10485942,The Newton Boys [1998 film],/work/10485942
Hideous Kinky [1998 film],/work/852580,Hideous Kinky,/work/5308
One True Thing [1998 film],/work/3140018,One True Thing,/work/5789484
Lucky and Zorba,,,
I Know What You Did Last Summer [1997 film],/work/9867938,I Know What You Did Last Summer,/work/38360
Lolita [1997 film],/work/6381235,Lolita,/work/913
L.A. Confidential [1997 film],/work/624344,L. A. Confidential,/work/24601
The Devil's Advocate [1997 film],/work/318162,The Devil's Advocate,/work/74493
Starship Troopers [1997 film],/work/11319,Starship Troopers,/work/7802
Jackie Brown [1997 film],/work/8403888,Rum Punch,/work/83266
Contact [1997 film],/work/4041184,Contact,/work/3252172
The Lost World: Jurassic Park [1997 film],/work/1000542,The Lost World,/work/12409
The Rainmaker [1997 film],/work/1926517,The Rainmaker,/work/861142
Kiss the Girls [1997 film],/work/4046632,Kiss the Girls,/work/781783
The Relic [1997 film],/work/12151594,Relic,/work/4684
The Postman [1997 film],/work/2075595,The Postman,/work/19121
The Jackal [1997 film],/work/11400,The Jackal [1997 film],/work/11400
The Saint [1997 film],/work/2210275,The Saint [1997 film],/work/2210275
Private Parts: The Album (1997 Film),/work/19208518,Private Parts,/work/2512722
The Ice Storm [1997 film],/work/645673,The Ice Storm,/work/2868747
Absolute Power [1997 film],/work/2915929,Absolute Power,/work/19996
The Borrowers [1997 film],/work/6039767,The Borrowers,/work/34289
The Man Who Knew Too Little [1997 film],/work/6181948,The Man Who Knew Too Little [1997 film],/work/6181948
Affliction,/work/53693,,
The Sweet Hereafter [1997 film],/work/2406589,The Sweet Hereafter,/work/73707
Anna Karenina [1997 film],/work/2527189,Anna Karenina,/work/2340
Smilla's Sense of Snow [1997 film],/work/10184727,Smilla's Sense of Snow,/work/2856
A Thousand Acres [1997 film],/work/611347,A Thousand Acres,/work/2310
Oscar and Lucinda [1997 film],/work/4445968,Oscar and Lucinda,/work/27097
Critical Care [1997 film],/work/16966687,Critical Care,/work/1085634
Character [1997 film],/work/10160931,Character,/work/113265
A Time to Kill [1996 film],/work/1131925,A Time to Kill,/work/861081
Romeo + Juliet [1996 film],/work/644095,Romeo and Juliet,/work/2225
The Island of Dr. Moreau [1996 film],/work/1146288,The Island of Dr. Moreau,/work/3968
Matilda [1996 film],/work/2507543,Matilda,/work/1495
The First Wives Club [1996 film],/work/2703217,The First Wives Club,/work/10289
Crash [1996 film],/work/11733490,Crash,/work/7140
Primal Fear [1996 film],/work/2886645,Primal Fear,/work/179644
101 Dalmatians [1996 live action film],/work/8027237,The Hundred and One Dalmatians,/work/122301
James and the Giant Peach [1996 film],/work/2755607,James and the Giant Peach,/work/5138
The English Patient [1996 film],/work/4041507,The English Patient,/work/2941
The Hunchback of Notre Dame [1996 animated film],/work/710396,The Hunchback of Notre Dame,/work/2971
Striptease [1996 film],/work/7913050,Strip Tease,/work/32221
Emma [1996 film],/work/831070,Emma,/work/364
Thinner [1996 film],/work/16919574,Thinner,/work/35834
White Squall [1996 film],/work/8832225,The Last Voyage of the Albatross,/work/3031254
Bad Moon [1996 film],/work/23135138,Bad Moon Rising,/work/7078923
The Fan [1996 film],/work/7654754,The Fan,/work/539600
Jude [1996 film],/work/8606389,Jude the Obscure,/work/4365
Fly Away Home [1996 film],/work/998865,Fly Away Home [1996 film],/work/998865
Eye for an Eye [1996 film],/work/18314064,Eye for an Eye,/work/4517484
Harriet the Spy [1996 film],/work/9637224,Harriet the Spy,/work/6205
The Juror [1996 film],/work/16571753,The Juror,/work/179763
The Preacher's Wife [1996 film],/work/6224388,The Preacher's Wife [1996 film],/work/6224388
The Adventures of Pinocchio [1996 film],/work/21408940,Pinocchio,/work/33943
Mary Reilly [1996 film],/work/809282,Mary Reilly,/work/35816
Extreme Measures [1996 film],/work/17797973,Extreme Measures,/work/5755348
The Chamber [1996 Film],/work/664306,The Chamber,/work/861059
Heaven's Prisoners,/work/42405,,
Mrs. Winterbourne [2002 film],/work/1220487,,
Before and After [1996 film],/work/4098614,Before and After,/work/150146
Mother Night {1996 film},/work/16422997,Mother Night,/work/816500
Solo [1996 Film],/work/13629364,Solo,/work/56091
The Secret Agent [1996 film],/work/18431372,The Secret Agent,/work/7220
The Whole Wide World [1996 film],/work/9932718,"One who walked alone : Robert E. Howard, the final years",/work/956583
Clueless [1995 film],/work/606759,Emma,/work/364
Jumanji [1995 film],/work/699412,Jumanji,/work/45488
Casino [1995 film],/work/722374,Casino: Love and Honor in Las Vegas,/work/66235
Sense and Sensibility [1995 film],/work/532599,Sense and Sensibility,/work/2228
The Basketball Diaries [1995 film],/work/14638139,The Basketball Diaries,/work/27145
The Bridges of Madison County [1995 film],/work/2345263,The Bridges of Madison County,/work/19030
Leaving Las Vegas [1995 film],/work/734945,Leaving Las Vegas [1995 film],/work/734945
To Die For [1995 film],/work/1454863,To Die For,/work/91550
Village of the Damned [1995 film],/work/10343209,The Midwich Cuckoos,/work/19812
Get Shorty [1995 film],/work/9523720,Get Shorty,/work/23070
Babe [1995 film],/work/712943,Babe: The Gallant Pig,/work/174785
A Little Princess [1995 film],/work/3923203,A Little Princess,/work/1474
The Baby Sitter's Club [1995 film],/work/16792518,The Truth About Stacey,/work/61171
Congo [1995 film],/work/991463,Congo,/work/11616
Rob Roy [1995 film],/work/682586,Rob Roy,/work/35211
Underground,/work/58240,,
Devil in a Blue Dress [1995 film],/work/10239466,Devil in a Blue Dress,/work/43273
The Indian in the Cupboard [1995 film],/work/4140323,The Indian in the Cupboard,/work/6315
Fair Game,/work/10440971,,
The Scarlet Letter [1995 film],/work/22018924,The Scarlet Letter,/work/2264
Waiting to Exhale [1995 film],/work/11529363,Waiting to Exhale,/work/38007
How to Make an American Quilt [1995 film],/work/15638978,How to Make an American Quilt,/work/17950
Clockers [1995 film],/work/11713296,Clockers,/work/7459
Wild Bill [1995 film],/work/3214047,Deadwood,/work/283417
Angels and Insects [1995 film],/work/2849749,Angels & Insects,/work/2335
Restoration [1995 film],/work/2213909,Restoration,/work/122681
Dr Jekyll and Mr Hyde: York Notes for GCSE (9-1),/work/23445193,,
Hideaway [1995 film],/work/9718031,Hideaway,/work/4315
An Awfully Big Adventure [1995 film],/work/561698,An Awfully Big Adventure,/work/93288
Fluke [1995 film],/work/8083505,"Fluke, or, I Know Why the Winged Whale Sings",/work/1187603
Losing Isaiah [1995 film],/work/20557740,Losing Isaiah,/work/691052
The Underneath,/work/4954202,,
The Grass Harp [1995 film],/work/15243172,The Grass Harp: Including A Tree of Night and Other Stories,/work/3580
The Perez Family,/work/402554,,
Two Much [1995 film],/work/9856843,Two Much,/work/553751
Forrest Gump [1994 film],/work/4039725,Forrest Gump,/work/38337
Interview with the Vampire: The Vampire Chronicles [1994 film],/work/1000488,Interview with the Vampire,/work/3437
Legends of the Fall [1994 film],/work/532538,Legends of the Fall,/work/155485
Little Women [1994 film],/work/646797,Little Women,/work/2770499
Mary Shelley's Frankenstein [1994 film],/work/1290842,Frankenstein,/work/8294
Clear and Present Danger [1994 film],/work/7974144,Clear and Present Danger,/work/40588
Disclosure [1994 film],/work/8212047,Disclosure,/work/35684
The Client [1994 film],/work/1107138,The Client,/work/861104
The Jungle Book [1994 film],/work/9853416,The Jungle Book,/work/9468398
Intersection [1994 film],/work/16945510,The Einstein Intersection,/work/49213
Cemetery Man (1994),/work/13894609,,
Exit to Eden [1994 film],/work/995048,Exit to Eden,/work/12978
The Specialist [1994 film],/work/1033410,The Specialist,/work/451393
Nobody's Fool [1994 film],/work/6067941,Nobody's Fool,/work/5859
The Postman (Il Postino): Original Motion Picture Soundtrack,/work/16574650,The Postman,/work/19121
North [1994 film],/work/12072105,North,/work/2070235
No Escape [1994 film],/work/17438133,No Escape,/work/8640240
The Road To Wellville [1994 film],/work/6550881,The Road to Wellville,/work/71700
Ashes Of Time [1994 film],/work/10602917,Ashes of Time Redux,/work/17516424
My Summer Story [1994 film],/work/13068097,Nature Writings,/work/130138
A Good Man in Africa [1994 film],/work/8930904,A Good Man in Africa,/work/46639
Jurassic Park [1993 film],/work/5298792,Jurassic Park,/work/12359
What's Eating Gilbert Grape [1993 film],/work/1537953,What's Eating Gilbert Grape,/work/6093
Mrs. Doubtfire [1993 film],/work/4051521,Madame Doubtfire,/work/122450
The Firm [1993 film],/work/1704022,The Firm,/work/861125
Carlito's Way [1993 film],/work/1545395,After Hours,/work/1248447
Indecent Proposal [1993 film],/work/574093,Indecent Proposal [1993 film],/work/574093
The Age of Innocence [1993 film],/work/11799407,The Age of Innocence,/work/2237
The Three Musketeers [1993 film],/work/545351,The Three Musketeers,/work/3745066
The Secret Garden [1993 film],/work/1099367,The Secret Garden,/work/2770555
The Remains of the Day [1993 film],/work/719310,The Remains of the Day,/work/3035
Alive [1993 film],/work/13887043,Alive: The Story of the Andes Survivors,/work/12152
Sliver [1993 film],/work/2646522,Sliver,/work/147164
The Pelican Brief [1993 film],/work/2815551,The Pelican Brief,/work/861140
What's Love Got to Do with It [1993 film],/work/4332132,What's Love Got to Do with It [1993 film],/work/4332132
Gettysburg [1993 film],/work/937792,Gettysburg [1993 film],/work/937792
Body Snatchers [1993 film],/work/14463510,The Body Snatchers,/work/26563902
The House of the Spirits [1993 film],/work/8368063,The House of the Spirits,/work/4647
The Joy Luck Club [1993 film],/work/1862158,The Joy Luck Club,/work/4652
Rising Sun [1993 film],/work/10245841,Rising Sun,/work/18918
Farewell My Concubine [1993 film],/work/2668702,Farewell My Concubine [1993 film],/work/2668702
Searching for Bobby Fischer [1993 film],/work/1925328,Searching for Bobby Fischer: The Father of a Prodigy Observes the World of Chess,/work/151736
The Adventures of Huck Finn [1993 film],/work/9853418,The Adventures of Huckleberry Finn,/work/3093889
The Dark Half [1993 film],/work/12574953,The Dark Half,/work/24425
Even Cowgirls Get the Blues [1993 film],/work/11400975,Even Cowgirls Get the Blues,/work/6519
Death of a Perfect Mother,/work/423978,,
Carnosaur,/work/55818,Carnosaur {1993 movie},/work/4143655
Boiling Point [1993 film],/work/5814396,Money Men,/work/474242
Bram Stoker's Dracula [1992 film],/work/9665019,Dracula,/work/883
The Last of the Mohicans [1992 film],/work/11962175,The Last of the Mohicans,/work/4599771
Aladdin [1992 film],/work/7992754,The Arabian Nights: Tales from a Thousand and One Nights,/work/6253701
A River Runs through It [1992 film],/work/1012032,A River Runs through It [1992 film],/work/1012032
Scent of a Woman [1992 film],/work/945793,Scent of a Woman,/work/598193
Patriot Games [1992 film],/work/1018026,Patriot Games,/work/829005
Single White Female [1992 film],/work/10310627,Single White Female,/work/615779
Bitter Moon [1992 film],/work/7715770,Bitter Moon [1992 film],/work/7715770
The Player [1992 film],/work/612768,The Player,/work/123035
Chaplin [1992 film],/work/13289751,Chaplin [1992 film],/work/13289751
The Power of One,/work/71039,,
Memoirs of an Invisible Man [1992 film],/work/9715369,Memoirs of an Invisible Man,/work/137801
The Muppet Christmas Carol [1992 film],/work/997479,The Muppet Christmas Carol [1992 film],/work/997479
Orlando [1992 film],/work/9445660,Orlando: A Biography,/work/5379
Freejack [1992 film],/work/865332,Freejack [1992 film],/work/865332
Like Water for Chocolate [1992 film],/work/10808152,Like Water for Chocolate,/work/3238818
South Central [1992 film],/work/15864747,Crips: The Story of the L A Street Gang from 1971-1985,/work/2796936
Diggstown [1992 film],/work/17028494,Diggstown [1992 film],/work/17028494
A Midnight Clear [1992 film],/work/4094794,A Midnight Clear,/work/240276
The Mambo Kings [1992 film],/work/15914282,The Mambo Kings Play Songs of Love,/work/83428
City of Joy [1992 film],/work/21022726,The City of Joy,/work/25872
Waterland [1992 film],/work/9293777,Waterland,/work/18372
Night and the City [1992 film],/work/13616712,Night and the City [1950 film],/work/4220836
Rich in Love [1992 film],/work/13958714,Rich In Love,/work/85746
The Silence of the Lambs [1991 film],/work/93196,The Silence of the Lambs,/work/6052
Hook [1991 film],/work/799400,Hook [1991 film],/work/799400
Cape Fear [1991 film],/work/2669307,Cape Fear,/work/143921
Fried Green Tomatoes [1991 film],/work/758735,Fried Green Tomatoes at the Whistle Stop Cafe,/work/20034
Sleeping with the Enemy [1991 film],/work/15674109,Sleeping with the Enemy,/work/53496
The Rocketeer [1991 film],/work/7177535,The Rocketeer [1991 film],/work/7177535
Return to the Blue Lagoon [1991 film],/work/12842254,The Blue Lagoon / Return to the Blue Lagoon (Double Feature),/work/16702663
Naked Lunch [1991 film],/work/3914309,Naked Lunch,/work/5852
The Commitments [1991 film],/work/806110,The Commitments,/work/3186582
Doc Hollywood [1991 film],/work/9257804,Doc Hollywood [1991 film],/work/9257804
Toy Soldiers [1991 film],/work/11525,Toy Soldiers,/work/472806
Rush [1991 film],/work/17036673,Rush,/work/444613
The Prince of Tides [1991 film],/work/10492200,The Prince of Tides,/work/3031
Shattered [1991 film],/work/26300323,Shattered,/work/429487
White Fang [1991 film],/work/2348042,White Fang,/work/4784
Dying Young [1991 film],/work/18040320,Dying Young [1991 film],/work/18040320
Black Robe [1991 film],/work/1593570,Black Robe,/work/46354
King Ralph [film],/work/3980463,Headlong,/work/2024524
Flight of the Intruder [1991 film],/work/4342916,Flight of the Intruder,/work/229520
Rambling Rose [1991 film],/work/12692889,Rambling Rose,/work/146757
Beastmaster 2: Through the Portal of Time,/work/16805345,,
Body Parts [1991 Film],/work/22063422,Body Parts,/work/2295527
A Kiss Before Dying [1991 film],/work/15925041,A Kiss before Dying,/work/166041
Poison [1991 film],/work/2750870,Poison,/work/6601019
At Play in The Fields of the Lord [1991 film],/work/14930124,At Play in the Fields of the Lord,/work/91254
A Rage in Harlem [1991 film],/work/22883375,A Rage in Harlem,/work/440982
GoodFellas [1990 film],/work/8230084,Wiseguy,/work/4005881
Misery [1990 film],/work/6275094,Misery,/work/2724
The Hunt for Red October [1990 film],/work/435513,The Hunt for Red October,/work/828677
Dances with Wolves [1990 film],/work/942202,Dances with Wolves,/work/53434
Awakenings [1990 film],/work/1338930,Awakenings,/work/5689
Die Hard 2: Die Harder [1990 film],/work/2208938,58 Minutes,/work/1499550
Wild At Heart [1990 film],/work/945870,Wild at Heart,/work/67730
Cabal,/work/32144,,
Presumed Innocent [1990 film],/work/758788,Presumed Innocent,/work/32042
Miller's Crossing [1990 film],/work/318006,Miller's Crossing [1990 film],/work/318006
The Hot Spot [1990 film],/work/780289,Land of the Giants #2: The Hot Spot,/work/398745
The Bonfire of the Vanities [1990 film],/work/17589503,The Bonfire of the Vanities,/work/10138
Revenge: Short Stories by Women Writers,/work/5401,,
Mermaids [1990 film],/work/5141861,Mermaids [1990 film],/work/5141861
The Neverending Story II - The Next Chapter [1990 film],/work/8043218,The Neverending Story II - The Next Chapter [1990 film],/work/8043218
Quick Change [1990 film],/work/15929638,Quick Change,/work/759590
The Russia House [1990 film],/work/8670528,The Russia House,/work/4818
The Boyfriend School [1990 film],/work/23112711,The Boyfriend School,/work/313078
The Sheltering Sky [1990 film],/work/6538166,The Sheltering Sky,/work/70629
A Shock to the System,/work/269453,,
Roger Corman's Frankenstein Unbound [1990 film],/work/18339865,Frankenstein Unbound,/work/215622
Desperate Hours [1990 film],/work/10595269,The Desperate Hours,/work/959525
Mountains of the Moon [1990 film],/work/807019,Burton and Speke,/work/232219
"White Hunter, Black Heart [1990 film]",/work/10392793,"White Hunter, Black Heart",/work/309447
Cadence [1990 film],/work/18160480,Cadence,/work/800441
Flat Stanley,/work/2364894,Flat Stanley,/work/2364894
The Fourth War [1990 film],/work/10595273,The War in Pictures: Fourth Year,/work/6249201
Tune In Tomorrow [1990 film],/work/13207607,Tune In Tomorrow [1990 film],/work/13207607
Pet Sematary [1989 film],/work/12536503,Pet Sematary,/work/24308
Dead Calm [1989 film],/work/126700,"The Walking Dead, Volume 07: The Calm Before",/work/3946969
The War of the Roses [1989 film],/work/758840,The War of the Roses [1989 film],/work/758840
Drugstore Cowboy [1989 film],/work/532486,Drugstore Cowboy [1989 film],/work/532486
Valmont [1989 film],/work/1460246,Les Liaisons Dangereuses,/work/32388
Let It Ride (Pickup Men) (Volume 2),/work/15028516,,
"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",/work/12716,,
Johnny Handsome [1989 movie],/work/11059020,"The three worlds of Johnny Handsome,",/work/1962301
A Dry White Season [1989 film],/work/18002953,A Dry White Season,/work/27399
The Rainbow [1989 film],/work/11044956,The Rainbow,/work/27196
Enemies: A Love Story [1989 film],/work/6205761,"Enemies, A Love Story",/work/56644
Heart of Dixie (Loveswept),/work/2097145,,
The Old Gringo,/work/84298,,
In Country [1989 film],/work/3364169,In Country,/work/114559
Day of the Cheetah,/work/61977,,
Die Hard [1988 film],/work/12535416,Nothing Lasts Forever,/work/652051
Who Framed Roger Rabbit [1988 film],/work/1246629,Who Censored Roger Rabbit,/work/88169
Grave of the Fireflies [1988 film],/work/317925,Grave of the Fireflies,/work/258186
Beaches [1988 film],/work/13752220,Beaches [1988 film],/work/13752220
The Lair of the White Worm [1988 film],/work/2931939,The Lair of the White Worm,/work/215367
Dangerous Liaisons [1988 film],/work/1437179,Les Liaisons Dangereuses,/work/32388
The Last Temptation of Christ [1988 film],/work/1886588,The Last Temptation of Christ,/work/8493
Scrooged [1988 film],/work/780424,A Christmas Carol,/work/1549
The Unbearable Lightness of Being [1988 film],/work/8192906,The Unbearable Lightness of Being,/work/5068
The Adventures of Baron Munchausen [1988 film],/work/4036467,The Surprising Adventures of Baron Munchausen,/work/200476
Oliver Twist,/work/2215,Oliver Twist,/work/2215
Monkey Shines,/work/960380,,
Funny Farm [1988 film],/work/13364121,Funny Farm: A Sweeping Epic of the Sticks,/work/639309
"Bright Lights, Big City [1988 film]",/work/2208637,"Bright Lights, Big City",/work/10474
A Cry in the Dark [1988 film],/work/3291149,A Cry in the Dark [1988 film],/work/3291149
The New Adventures of Pippi Longstocking [1988 film],/work/14272205,The New Adventures of Pippi Longstocking [1988 film],/work/14272205
Appointment with Death [1988 film],/work/16292476,Appointment with Death,/work/15499
Talk Radio [1988 film],/work/16462925,Talk Radio [1988 film],/work/16462925
Vice Versa [1988 film],/work/22486665,Vice Versa,/work/60350
The Milagro Beanfield War [1988 film],/work/10699845,The Milagro Beanfield War,/work/115961
Maniac Cop [1988 Film],/work/16446488,Bon Cop Bad Cop [2006 film],/work/12286095
The Couch Trip [1988 film],/work/17776859,The Couch Trip,/work/6916627
The Good Mother [1988 film],/work/24916394,The Good Mother,/work/72473
Everybody's All-American [1988 film],/work/17615951,Everybody's All-American,/work/626789
Beyond the C Standard Library: An Introduction to Boost,/work/1575908,,
The Princess Bride [1987 film],/work/11454,The Princess Bride,/work/4936
Full Metal Jacket [1987 film],/work/1482466,The Short-Timers,/work/8360
The Witches of Eastwick [1987 film],/work/1015241,The Witches of Eastwick,/work/74700
The Untouchables [1987 film],/work/643637,The Untouchables,/work/280256
The Running Man [1987 film],/work/710958,The Running Man,/work/109376
Empire of the Sun [1987 film],/work/2194749,Empire of the Sun,/work/7150
Angel Heart [1987 film],/work/853268,Angel Heart [1987 film],/work/853268
"Three Novels: Molloy, Malone Dies, The Unnamable",/work/1069904,,
No Way Out [1987 film],/work/14427883,The Big Clock,/work/262536
The Believers [1987 film],/work/14352334,The Believers,/work/4398201
The Fourth Protocol [1987 film],/work/1665250,The Fourth Protocol,/work/11626
Ironweed,/work/37306,,
The Bedroom Window [1987 film],/work/19172604,The Bedroom Window [1987 film],/work/19172604
Rampage [1987 film],/work/22060326,Rampage [2018 film],/work/21963893
Tough Guys Don't Dance [1987 film],/work/1061216,Tough Guys Don't Dance,/work/128346
The Sicilian [1987 film],/work/16552515,The Sicilian,/work/27396
White Mischief [1987 film],/work/13950611,White Mischief: The Murder of Lord Erroll,/work/148140
A Prayer for the Dying [1987 film],/work/12692823,The Iron Tiger/The Keys of Hell/A Prayer for the Dying,/work/55777
Burglar [1987 film],/work/1246448,B Is for Burglar,/work/10184
Pinocchio and the Emperor of the Night,/work/9611266,,
Manhunter [1986 film],/work/8571160,Red Dragon,/work/5882
9½ Weeks [1986 film],/work/7611025,9½ Weeks [1986 film],/work/7611025
The Color of Money [1986 film],/work/3607419,The Color of Money [1986 film],/work/3607419
Cobra [1986 film],/work/13194244,A Running Duck,/work/1282743
The Mosquito Coast [1986 film],/work/1349246,The Mosquito Coast,/work/7931
The Great Mouse Detective [1986 animated film],/work/7992780,The Great Mouse Detective [1986 animated film],/work/7992780
The Clan of the Cave Bear [1986 film],/work/6202789,The Clan of the Cave Bear,/work/3599321
Heartburn [1986 film],/work/17141982,Heartburn,/work/154016
Allan Quatermain and the Lost City of Gold [1986 film],/work/2666128,Allan Quatermain and the Lost City of Gold [1986 film],/work/2666128
8 Million Ways to Die [1986 film],/work/22245519,Eight Million Ways to Die,/work/24583
Blue City,/work/564047,,
Tai-Pan [1986 film],/work/23681497,Tai-Pan,/work/19000
Heat [1995 film],/work/25882561,,
Shanghai Surprise [1986 film],/work/12590608,Shanghai Surprise [1986 film],/work/12590608
Mala Noche [1986 film],/work/11165386,Mala Noche [1986 film],/work/11165386
Native Son,/work/8100,,
Cocoon [1985 film],/work/7944698,Cocoon [1985 film],/work/7944698
Return to Oz [1985 film],/work/9086437,Return to Oz,
A Room with a View,,,
The Color Purple,,,
Silver Bullet [1985 Film],/work/10802348,,
To Live and Die in L.A. [1985 film],/work/12286381,To Live and Die in L.A.,/work/344580
Fletch [1985 film],/work/7462354,Fletch,/work/32163
Ladyhawke [1985 film],/work/701667,Ladyhawke [1985 film],/work/701667
The Black Cauldron [1985 animated film],/work/6550675,The Book of Three,/work/5943
Brewster's Millions [1985 film],/work/6008692,Brewster's Millions,/work/773056
Year of the Dragon [1985 film],/work/12431960,Year of the Dragon [1985 film],/work/12431960
The Quiet Earth [1985 film],/work/11047142,The Quiet Earth,/work/60158
Mishima: A Life In Four Chapters (1985 Film),/work/17476119,Mishima: A Life in Four Chapters,/work/7719176
King Solomon's Mines [1985 film],/work/10817243,King Solomon's Mines,/work/55090
Desert Hearts [1985 film],/work/1672346,Desert of the Heart,/work/71011
The Mean Season [1985 film],/work/24411573,"Fables, Vol. 05: The Mean Seasons",/work/59077
King David [1985 film],/work/11791127,King of the Murgos,/work/17511
Compromising Positions,/work/42361,,
Stick [1985 film],/work/21786945,Stick,/work/189699
Joshua Then and Now,/work/323382,,
Dune [1984 film],/work/4041425,Dune,/work/4041453
Once Upon a Time in America [1984 film],/work/9682068,Once Upon a Time in America,/work/1906664
The NeverEnding Story [1984 film],/work/532670,The Neverending Story,/work/1174144
2010: The Year We Make Contact [1984 film],/work/2915906,2010: Odyssey Two,/work/7132
Firestarter [1984 film],/work/16291059,Firestarter,/work/24193
Against All Odds [1984 film],/work/9151975,Against All Odds [1984 film],/work/9151975
The Natural [1984 film],/work/1894224,The Natural,/work/149023
The Cotton Club [1984 film],/work/7724581,The Cotton Club [1984 film],/work/7724581
Birdy [1984 film],/work/3559400,Birdy,/work/63948
The Hotel New Hampshire [1984 film],/work/6478466,The Hotel New Hampshire,/work/5162
A Passage to India [1984 film],/work/1130628,A Passage to India,/work/2156470
Razorback [1984 film],/work/18714538,Razorback [1984 film],/work/18714538
The Evil That Men Do [1984 film],/work/16588502,The Evil that Men Do / The Purloined Planet,/work/791818
The Razor's Edge [1984 film],/work/17207551,The Razor's Edge,/work/7947
The Pope of Greenwich Village [1984 film],/work/18046014,The Pope of Greenwich Village [1984 film],/work/18046014
Flashpoint,/work/313691,,
