title,description,contributor,author,contributor_note,price,age_group,publisher,isbns,ranks_history,reviews
101 DOG TRICKS,"A dog trainer shares advice and activities to engage, challenge and bond with your dog.",by Kyra Sundance and Chalcy,Kyra Sundance and Chalcy,,0.00,,Quayside,"[{'isbn10': '1592533256', 'isbn13': '9781592533251'}]","[{'primary_isbn10': '1592533256', 'primary_isbn13': '9781592533251', 'rank': 2, 'list_name': 'Animals', 'display_name': 'Animals', 'published_date': '2016-03-13', 'bestsellers_date': '2016-02-27', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
101 Reykjavik: A Novel,,,Hallgrimur Helgason,,0.00,,,"[{'isbn10': '0743225147', 'isbn13': '9780743225144'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2003/04/27/books/arctic-slackers.html', 'article_chapter_link': None}]"
101 TWO-LETTER WORDS,A celebration of the 101 two-letter words allowed in Scrabble.,by Stephin Merritt; illustrated by Roz Chast,Stephin Merritt;,illustrated by Roz Chast,0.00,,Norton,"[{'isbn10': '0393240193', 'isbn13': '9780393240191'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
102 MINUTES,Two journalists describe people's struggle to survive inside the World Trade Center on Sept. 11.,by Jim Dwyer and Kevin Flynn,Jim Dwyer and Kevin Flynn,,0.00,,Holt,[],[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
1022 EVERGREEN PLACE,A growing romance in a small town; the 10th Cedar Grove novel.,by Debbie Macomber,Debbie Macomber,,0.00,,Mira,"[{'isbn10': '0778328066', 'isbn13': '9780778328063'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
108 STITCHES,,by Ron Darling with Daniel Paisner,Ron Darling with Daniel Paisner,,0.00,,St. Martin's,"[{'isbn10': '125018438X', 'isbn13': '9781250232649'}, {'isbn10': '1250184398', 'isbn13': '9781250184399'}]","[{'primary_isbn10': '', 'primary_isbn13': '9781250184382', 'rank': 5, 'list_name': 'Sports', 'display_name': 'Sports and Fitness', 'published_date': '2019-05-12', 'bestsellers_date': '2019-04-27', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
10TH ANNIVERSARY,Detective Lindsay Boxer’s long-awaited wedding celebration becomes a distant memory when the Women’s Murder Club is called in to find a missing baby.,by James Patterson and Maxine Paetro,James Patterson and Maxine Paetro,,0.00,,Vision,"[{'isbn10': '0316036269', 'isbn13': '9780316036269'}, {'isbn10': '0316126942', 'isbn13': '9780316126946'}, {'isbn10': '0316185256', 'isbn13': '9780316185257'}, {'isbn10': '0446585165', 'isbn13': '9780446585163'}, {'isbn10': '1611135419', 'isbn13': '9781611135411'}, {'isbn10': '1455511463', 'isbn13': '9781455511464'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
10th Grade: A Novel,,,Joseph Weisberg,,0.00,,,"[{'isbn10': '0375505849', 'isbn13': '9780375505843'}]",[],"[{'book_review_link': 'https://www.nytimes.com/2002/02/14/books/books-of-the-times-tales-of-teenage-angst-both-real-and-imagined.html', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2002/02/03/books/a-rec-room-of-one-s-own.html', 'article_chapter_link': None}]"
11/22/63,An English teacher travels back to 1958 by way of a time portal in a Maine diner. His assignment: Stop Lee Harvey Oswald.,by Stephen King,Stephen King,,0.00,,Pocket Books,"[{'isbn10': '1451627289', 'isbn13': '9781451627282'}, {'isbn10': '1451627297', 'isbn13': '9781451627299'}, {'isbn10': '030795143X', 'isbn13': '9780307951434'}, {'isbn10': '1594135592', 'isbn13': '9781594135590'}, {'isbn10': '1501120603', 'isbn13': '9781501120602'}]","[{'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 13, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-05-08', 'bestsellers_date': '2016-04-23', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 15, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-05-01', 'bestsellers_date': '2016-04-16', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 14, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-04-24', 'bestsellers_date': '2016-04-09', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 12, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-04-17', 'bestsellers_date': '2016-04-02', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 7, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-04-10', 'bestsellers_date': '2016-03-26', 'weeks_on_list': 9, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 6, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-04-03', 'bestsellers_date': '2016-03-19', 'weeks_on_list': 8, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 7, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-03-27', 'bestsellers_date': '2016-03-12', 'weeks_on_list': 7, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 8, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-03-20', 'bestsellers_date': '2016-03-05', 'weeks_on_list': 6, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 7, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-03-13', 'bestsellers_date': '2016-02-27', 'weeks_on_list': 5, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 2, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-03-06', 'bestsellers_date': '2016-02-20', 'weeks_on_list': 4, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 15, 'list_name': 'Combined Print and E-Book Fiction', 'display_name': 'Combined Print & E-Book Fiction', 'published_date': '2016-03-06', 'bestsellers_date': '2016-02-20', 'weeks_on_list': 19, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 5, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-02-28', 'bestsellers_date': '2016-02-13', 'weeks_on_list': 3, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1501120603', 'primary_isbn13': '9781501120602', 'rank': 6, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-02-21', 'bestsellers_date': '2016-02-06', 'weeks_on_list': 2, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': 'https://www.nytimes.com/2011/10/31/books/stephen-kings-11-23-63-review.html', 'first_chapter_link': '', 'sunday_review_link': 'https://www.nytimes.com/2011/11/13/books/review/11-22-63-by-stephen-king-book-review.html', 'article_chapter_link': ''}]"
1105 YAKIMA STREET,"Bruce Peyton’s pregnant wife has left him, and he’s not the only one in town with problems; Book 11 of the Cedar Cove series.",by Debbie Macomber,Debbie Macomber,,0.00,,Mira,"[{'isbn10': '0778312518', 'isbn13': '9780778312512'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"112 Greene Street: The Early Years, 1970-1974",,,Jessamyn Fiore,,0.00,,,"[{'isbn10': '1934435414', 'isbn13': '9781934435410'}]",[],"[{'book_review_link': 'https://www.nytimes.com/2012/07/26/books/112-greene-street-the-early-years-70s-art-in-soho.html', 'first_chapter_link': None, 'sunday_review_link': '', 'article_chapter_link': None}]"
113 MINUTES,"Molly Rourke knows who’s responsible for her son’s murder, and now she’s taking the law into her own hands.",by James Patterson with Max DiLallo,James Patterson with Max DiLallo,,0.00,,BookShots,"[{'isbn10': '0316317187', 'isbn13': '9780316317184'}, {'isbn10': '0316361526', 'isbn13': '9780316361521'}]","[{'primary_isbn10': '0316317187', 'primary_isbn13': '9780316317184', 'rank': 10, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-10-02', 'bestsellers_date': '2016-09-17', 'weeks_on_list': 2, 'rank_last_week': 6, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0316361526', 'primary_isbn13': '9780316361521', 'rank': 13, 'list_name': 'Combined Print and E-Book Fiction', 'display_name': 'Combined Print & E-Book Fiction', 'published_date': '2016-09-25', 'bestsellers_date': '2016-09-10', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0316317187', 'primary_isbn13': '9780316317184', 'rank': 6, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2016-09-25', 'bestsellers_date': '2016-09-10', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0316361526', 'primary_isbn13': '9780316361521', 'rank': 10, 'list_name': 'E-Book Fiction', 'display_name': 'E-Book Fiction', 'published_date': '2016-09-25', 'bestsellers_date': '2016-09-10', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
1185 Park Avenue: A Memoir,,,Anne Roiphe,,0.00,,,"[{'isbn10': '0684857324', 'isbn13': '9780684857329'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1999/06/06/books/uptown-girl.html', 'article_chapter_link': None}]"
11TH HOUR,"When a millionaire is gunned down, Detective Lindsay Boxer and the Women's Murder Club discover that the murder weapon is linked to the deaths of four of San Francisco's most untouchable criminals.",by James Patterson and Maxine Paetro,James Patterson and Maxine Paetro,,0.00,,Grand Central,"[{'isbn10': '0316097497', 'isbn13': '9780316097499'}, {'isbn10': '0316208086', 'isbn13': '9780316208086'}, {'isbn10': '0316097489', 'isbn13': '9780316097482'}, {'isbn10': '0446571822', 'isbn13': '9780446571821'}, {'isbn10': '0446571830', 'isbn13': '9780446571838'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
12,,by Casey Sherman and Dave Wedge,Casey Sherman and Dave Wedge,,0.00,,"Little, Brown","[{'isbn10': '031641638X', 'isbn13': '9780316416382'}]","[{'primary_isbn10': '031641638X', 'primary_isbn13': '9780316416382', 'rank': 10, 'list_name': 'Sports', 'display_name': 'Sports and Fitness', 'published_date': '2018-09-16', 'bestsellers_date': '2018-09-01', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"12 BEAST, VOL. 2",Eita Touga is talented but unambitious ninja. He would rather sit and play video games than take over the family dojo. Until an unexpected visitor takes him to another dimension!,by OKAYADO,OKAYADO,,0.00,,Seven Seas Entertainment,"[{'isbn10': '1626921784', 'isbn13': '9781626921788'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"12 BEAST, VOL. 3","Eita Touga, a talented but unambitious ninja, suddenly finds himself in a fantastical realm that is in danger of being invaded.",by OKAYADO,OKAYADO,,0.00,,Seven Seas Entertainment,"[{'isbn10': '1626922616', 'isbn13': '9781626922617'}]","[{'primary_isbn10': '1626922616', 'primary_isbn13': '9781626922617', 'rank': 8, 'list_name': 'Manga', 'display_name': 'Manga', 'published_date': '2016-03-13', 'bestsellers_date': '2016-02-27', 'weeks_on_list': 2, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1626922616', 'primary_isbn13': '9781626922617', 'rank': 3, 'list_name': 'Manga', 'display_name': 'Manga', 'published_date': '2016-03-06', 'bestsellers_date': '2016-02-20', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
12 SHORT HIKES NEAR LAKE PLACID,,by Phil Brown,Phil Brown,,0.00,,North Country Books,"[{'isbn10': '0990309002', 'isbn13': '9780990309000'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
12-ALARM COWBOYS,,by Cora Seton and others,Cora Seton and others,,0.00,,Story Ink,[],[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
12.21,,by Dustin Thomason,Dustin Thomason,,0.00,,The Dial Press,"[{'isbn10': '0385341407', 'isbn13': '9780385341400'}]",[],"[{'book_review_link': 'https://www.nytimes.com/2012/08/24/books/12-21-a-novel-by-dustin-thomason.html', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
1225 CHRISTMAS TREE LANE,Puppies that need good homes and an ex-husband loom large in the last installment of the Cedar Cove series.,by Debbie Macomber,Debbie Macomber,,0.00,,Harlequin,"[{'isbn10': '0778312690', 'isbn13': '9780778312697'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
1225 CHRISTMAS TREE LANE,"For Beth, a basket of puppies and a surprise visit by her ex-husband make this Christmas in Cedar Cove one to remember.",by Debbie Macomber,Debbie Macomber,,7.99,,Harlequin Mira,"[{'isbn10': '0778313905', 'isbn13': '9780778313908'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
127 HOURS,A mountaineer describes the extreme measure he took in order to save his life.,by Aron Ralston,Aron Ralston,,0.00,,"Atria, Pocket Books","[{'isbn10': '1451618506', 'isbn13': '9781451618501'}, {'isbn10': '074349282X', 'isbn13': '9780743492829'}, {'isbn10': '1451617704', 'isbn13': '9781451617702'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': 'https://www.nytimes.com/2010/10/31/movies/31mcgr.html'}]"
127 HOURS,A mountaineer describes the extreme measure he took in order to save his life.,by Aron Ralston,Aron Ralston,,7.99,,"Atria, $15; Pocket Books",[],[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
12TH OF NEVER,"One week after the birth of her baby, Detective Lindsay Boxer must return to work to investigate a string of grisly murders; a Women’s Murder Club novel.",by James Patterson and Maxine Paetro,James Patterson and Maxine Paetro,,0.00,,Vision,"[{'isbn10': '031621082X', 'isbn13': '9780316210829'}, {'isbn10': '0316210870', 'isbn13': '9780316210874'}, {'isbn10': '0316252492', 'isbn13': '9780316252492'}, {'isbn10': '1455515795', 'isbn13': '9781455515790'}, {'isbn10': '1455515787', 'isbn13': '9781455515783'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
13 1/2,,by Nevada Barr,Nevada Barr,,0.00,,Vanguard,[],[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
13 BANKERS,A call for the restructuring of the banking industry.,by Simon Johnson and James Kwak,Simon Johnson and James Kwak,,0.00,,Pantheon,"[{'isbn10': '0307379051', 'isbn13': '9780307379054'}]",[],"[{'book_review_link': '', 'first_chapter_link': 'https://www.nytimes.com/2010/04/25/books/excerpt-13-bankers.html', 'sunday_review_link': 'https://www.nytimes.com/2010/04/25/books/review/Uchitelle-t.html', 'article_chapter_link': ''}]"
13 HOURS,Six C.I.A. contract employees discuss their experience during the attack on the State Department compound and the C.I.A. station called the “annex” in Benghazi in 2012.,by Mitchell Zuckoff with members of the Annex Security Team,Mitchell Zuckoff with members of the Annex Security Team,,0.00,,Twelve,"[{'isbn10': '1455582271', 'isbn13': '9781455582273'}, {'isbn10': '1455530093', 'isbn13': '9781455530090'}, {'isbn10': '1478953195', 'isbn13': '9781478953197'}, {'isbn10': '1455538442', 'isbn13': '9781455538447'}, {'isbn10': '1455538396', 'isbn13': '9781455538393'}, {'isbn10': '145558228X', 'isbn13': '9781455582280'}, {'isbn10': '1478961139', 'isbn13': '9781478961130'}, {'isbn10': '1455561843', 'isbn13': '9781455561841'}]","[{'primary_isbn10': 'None', 'primary_isbn13': '9781455582297', 'rank': 14, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2016-06-26', 'bestsellers_date': '2016-06-11', 'weeks_on_list': 13, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': 'None', 'primary_isbn13': '9781455582297', 'rank': 2, 'list_name': 'E-Book Nonfiction', 'display_name': 'E-Book Nonfiction', 'published_date': '2016-06-26', 'bestsellers_date': '2016-06-11', 'weeks_on_list': 10, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1455538442', 'primary_isbn13': '9781455538447', 'rank': 8, 'list_name': 'Hardcover Political Books', 'display_name': 'Politics and American History', 'published_date': '2016-05-15', 'bestsellers_date': '2016-04-30', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': 'None', 'primary_isbn13': '9781455582297', 'rank': 7, 'list_name': 'Hardcover Political Books', 'display_name': 'Politics and American History', 'published_date': '2016-04-10', 'bestsellers_date': '2016-03-26', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1455538442', 'primary_isbn13': '9781455538447', 'rank': 10, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2016-04-10', 'bestsellers_date': '2016-03-26', 'weeks_on_list': 11, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1455538396', 'primary_isbn13': '9781455538393', 'rank': 13, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2016-04-03', 'bestsellers_date': '2016-03-19', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1455538442', 'primary_isbn13': '9781455538447', 'rank': 12, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2016-03-27', 'bestsellers_date': '2016-03-12', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '145558228X', 'primary_isbn13': '9781455582280', 'rank': 12, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2016-03-20', 'bestsellers_date': '2016-03-05', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': 'None', 'primary_isbn13': '9781455582297', 'rank': 15, 'list_name': 'E-Book Nonfiction', 'display_name': 'E-Book Nonfiction', 'published_date': '2016-03-13', 'bestsellers_date': '2016-02-27', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '145558228X', 'primary_isbn13': '9781455582280', 'rank': 7, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2016-03-13', 'bestsellers_date': '2016-02-27', 'weeks_on_list': 10, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': 'None', 'primary_isbn13': '9781455582297', 'rank': 17, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2016-03-13', 'bestsellers_date': '2016-02-27', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': 'None', 'primary_isbn13': '9781455582297', 'rank': 2, 'list_name': 'Hardcover Political Books', 'display_name': 'Politics and American History', 'published_date': '2016-03-13', 'bestsellers_date': '2016-02-27', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1455538396', 'primary_isbn13': '9781455538393', 'rank': 2, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2016-03-06', 'bestsellers_date': '2016-02-20', 'weeks_on_list': 9, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': 'None', 'primary_isbn13': '9781455582297', 'rank': 12, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2016-03-06', 'bestsellers_date': '2016-02-20', 'weeks_on_list': 12, 'rank_last_week': 6, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': 'None', 'primary_isbn13': '9781455582297', 'rank': 12, 'list_name': 'E-Book Nonfiction', 'display_name': 'E-Book Nonfiction', 'published_date': '2016-03-06', 'bestsellers_date': '2016-02-20', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '1455538442', 'primary_isbn13': '9781455538447', 'rank': 1, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2016-02-28', 'bestsellers_date': '2016-02-13', 'weeks_on_list': 8, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
